NTDID,Agency,MODE,TOS,Active,HQ City,HQ State,UZA,UZAName,UZA Area SQ Miles,UZA Population,Service Area SQ Miles,Service Area Population,Most Recent Report Year,FY End Month,FY End Year,Passenger Miles FY,Unlinked Passenger Trips FY,Average Trip Length FY,Fares FY,Operating Expenses FY,Average Cost per Trip FY,Average Fares per Trip FY
5002,Green Bay Metro,MB,DO,Active,Green Bay,WI,164,"Green Bay, WI",82,"187,316",90,"174,760",2010,12,2010,"4,301,680","1,370,835",3.1,"$1,016,801","$6,044,732",$4.40,$0.70
5003,Kenosha Transit,DR,PT,Active,Kenosha,WI,241,"Kenosha, WI",42,"110,942",30,"91,500",2010,12,2010,"133,629","26,840",5.0,"$55,850","$306,000",$11.40,$2.10
5003,Kenosha Transit,LR,DO,Active,Kenosha,WI,241,"Kenosha, WI",42,"110,942",30,"91,500",2010,12,2010,"59,365","53,396",1.1,"$26,698","$285,855",$5.40,$0.50
5003,Kenosha Transit,MB,DO,Active,Kenosha,WI,241,"Kenosha, WI",42,"110,942",30,"91,500",2010,12,2010,"4,866,232","1,585,272",3.1,"$559,916","$6,180,088",$3.90,$0.40
5003,Kenosha Transit,SR,DO,Active,Kenosha,WI,241,"Kenosha, WI",42,"110,942",30,"91,500",2010,12,2010,0,0,0.0,$0,$0,$0.00,$0.00
5004,LaCrosse Municipal Transit Utility,DR,PT,Active,LaCrosse,WI,285,"La Crosse, WI-MN",40,"89,966",36,"78,000",2010,12,2010,"506,211","82,044",6.2,"$779,897","$1,167,561",$14.20,$9.50
5004,LaCrosse Municipal Transit Utility,MB,DO,Active,LaCrosse,WI,285,"La Crosse, WI-MN",40,"89,966",36,"78,000",2010,12,2010,"3,551,151","1,230,030",2.9,"$556,565","$4,321,911",$3.50,$0.50
5004,LaCrosse Municipal Transit Utility,TB,DO,Active,LaCrosse,WI,285,"La Crosse, WI-MN",40,"89,966",36,"78,000",2010,12,2010,0,0,0.0,$0,$0,$0.00,$0.00
5005,Metro Transit (Madison),DR,DO,Active,Madison,WI,95,"Madison, WI",114,"329,533",72,"245,181",2010,12,2010,"272,919","57,011",4.8,"$123,065","$2,206,551",$38.70,$2.20
5005,Metro Transit (Madison),DR,PT,Active,Madison,WI,95,"Madison, WI",114,"329,533",72,"245,181",2010,12,2010,"1,293,791","214,336",6.0,"$212,812","$4,849,851",$22.60,$1.00
5005,Metro Transit (Madison),MB,DO,Active,Madison,WI,95,"Madison, WI",114,"329,533",72,"245,181",2010,12,2010,"47,266,936","13,623,461",3.5,"$10,737,634","$40,434,049",$3.00,$0.80
5006,Belle Urban System - Racine,DR,DO,Active,Racine,WI,209,"Racine, WI",46,"129,545",27,"112,100",2010,12,2010,"154,353","39,322",3.9,"$220,024","$641,075",$16.30,$5.60
5006,Belle Urban System - Racine,DR,PT,Active,Racine,WI,209,"Racine, WI",46,"129,545",27,"112,100",2010,12,2010,0,0,0.0,$0,$0,$0.00,$0.00
5006,Belle Urban System - Racine,MB,DO,Active,Racine,WI,209,"Racine, WI",46,"129,545",27,"112,100",2010,12,2010,"5,025,756","1,415,706",3.5,"$1,007,898","$6,885,919",$4.90,$0.70
5006,Belle Urban System - Racine,MB,PT,Active,Racine,WI,209,"Racine, WI",46,"129,545",27,"112,100",2010,12,2010,0,0,0.0,$0,$0,$0.00,$0.00
5008,Milwaukee County Transit System,DR,PT,Active,Milwaukee,WI,32,"Milwaukee, WI",487,"1,308,913",237,"940,164",2010,12,2010,"6,957,482","1,106,946",6.3,"$3,397,502","$26,134,841",$23.60,$3.10
5008,Milwaukee County Transit System,MB,DO,Active,Milwaukee,WI,32,"Milwaukee, WI",487,"1,308,913",237,"940,164",2010,12,2010,"129,194,301","42,190,927",3.1,"$41,223,694","$134,064,230",$3.20,$1.00
5008,Milwaukee County Transit System,VP,DO,Active,Milwaukee,WI,32,"Milwaukee, WI",487,"1,308,913",237,"940,164",2010,12,2010,"1,212,607","29,960",40.5,"$133,938","$133,938",$4.50,$4.50
5009,Oshkosh Transit System,DR,PT,Active,Oshkosh,WI,336,"Oshkosh, WI",27,"71,070",25,"65,810",2010,12,2010,"120,254","29,474",4.1,$0,"$308,243",$10.50,$0.00
5009,Oshkosh Transit System,DT,PT,Active,Oshkosh,WI,336,"Oshkosh, WI",27,"71,070",25,"65,810",2010,12,2010,"427,645","104,815",4.1,"$329,528","$1,172,124",$11.20,$3.10
5009,Oshkosh Transit System,MB,DO,Active,Oshkosh,WI,336,"Oshkosh, WI",27,"71,070",25,"65,810",2010,12,2010,"2,361,641","855,667",2.8,"$560,336","$2,816,193",$3.30,$0.70
5009,Oshkosh Transit System,MB,PT,Active,Oshkosh,WI,336,"Oshkosh, WI",27,"71,070",25,"65,810",2010,12,2010,"199,637","27,385",7.3,"$17,733","$133,285",$4.90,$0.60
5010,METRO Regional Transit Authority,CB,DO,Active,Akron,OH,60,"Akron, OH",308,"570,215",420,"542,899",2010,12,2010,0,0,0.0,$0,$0,$0.00,$0.00
5010,METRO Regional Transit Authority,DR,DO,Active,Akron,OH,60,"Akron, OH",308,"570,215",420,"542,899",2010,12,2010,"837,610","164,158",5.1,"$547,572","$4,770,620",$29.10,$3.30
5010,METRO Regional Transit Authority,DR,PT,Active,Akron,OH,60,"Akron, OH",308,"570,215",420,"542,899",2010,12,2010,0,0,0.0,$0,$0,$0.00,$0.00
5010,METRO Regional Transit Authority,DT,PT,Active,Akron,OH,60,"Akron, OH",308,"570,215",420,"542,899",2010,12,2010,"380,657","63,799",6.0,"$77,066","$1,306,513",$20.50,$1.20
5010,METRO Regional Transit Authority,MB,DO,Active,Akron,OH,60,"Akron, OH",308,"570,215",420,"542,899",2010,12,2010,"19,720,879","4,798,745",4.1,"$3,456,866","$29,812,667",$6.20,$0.70
5011,Stark Area Regional Transit Authority,DR,DO,Active,Canton,OH,122,"Canton, OH",143,"266,595",567,"378,098",2010,12,2010,"1,193,861","128,905",9.3,"$261,520","$4,748,168",$36.80,$2.00
5011,Stark Area Regional Transit Authority,MB,DO,Active,Canton,OH,122,"Canton, OH",143,"266,595",567,"378,098",2010,12,2010,"9,916,934","1,979,428",5.0,"$1,319,214","$9,217,034",$4.70,$0.70
5012,Southwest Ohio Regional Transit Authority,DR,PT,Active,Cincinnati,OH,26,"Cincinnati, OH-KY-IN",672,"1,503,262",262,"845,303",2010,12,2010,"1,931,947","185,792",10.4,"$688,568","$6,956,835",$37.40,$3.70
5012,Southwest Ohio Regional Transit Authority,MB,DO,Active,Cincinnati,OH,26,"Cincinnati, OH-KY-IN",672,"1,503,262",262,"845,303",2010,12,2010,"86,058,502","18,821,828",4.6,"$30,561,913","$76,961,713",$4.10,$1.60
5015,The Greater Cleveland Regional Transit Authority,DR,DO,Active,Cleveland,OH,21,"Cleveland, OH",647,"1,786,647",458,"1,412,140",2010,12,2010,"2,702,865","379,701",7.1,"$422,040","$20,493,931",$54.00,$1.10
5015,The Greater Cleveland Regional Transit Authority,DR,PT,Active,Cleveland,OH,21,"Cleveland, OH",647,"1,786,647",458,"1,412,140",2010,12,2010,"1,238,110","171,010",7.2,"$193,087","$4,078,456",$23.80,$1.10
5015,The Greater Cleveland Regional Transit Authority,HR,DO,Active,Cleveland,OH,21,"Cleveland, OH",647,"1,786,647",458,"1,412,140",2010,12,2010,"25,889,384","3,657,501",7.1,"$4,065,336","$22,552,608",$6.20,$1.10
5015,The Greater Cleveland Regional Transit Authority,LR,DO,Active,Cleveland,OH,21,"Cleveland, OH",647,"1,786,647",458,"1,412,140",2010,12,2010,"13,611,220","2,315,662",5.9,"$2,573,873","$12,643,996",$5.50,$1.10
5015,The Greater Cleveland Regional Transit Authority,MB,DO,Active,Cleveland,OH,21,"Cleveland, OH",647,"1,786,647",458,"1,412,140",2010,12,2010,"136,352,946","35,895,427",3.8,"$39,897,998","$143,307,627",$4.00,$1.10
5016,Central Ohio Transit Authority,DR,PT,Active,Columbus,OH,36,"Columbus, OH",398,"1,133,193",325,"1,057,915",2010,12,2010,"2,387,942","238,290",10.0,"$636,593","$7,769,574",$32.60,$2.70
5016,Central Ohio Transit Authority,MB,DO,Active,Columbus,OH,36,"Columbus, OH",398,"1,133,193",325,"1,057,915",2010,12,2010,"63,278,446","17,034,878",3.7,"$15,430,002","$79,228,483",$4.70,$0.90
5017,Greater Dayton Regional Transit Authority,DR,DO,Active,Dayton,OH,52,"Dayton, OH",324,"703,444",274,"559,062",2010,12,2010,"1,915,080","243,125",7.9,"$693,985","$13,672,501",$56.20,$2.90
5017,Greater Dayton Regional Transit Authority,DR,PT,Active,Dayton,OH,52,"Dayton, OH",324,"703,444",274,"559,062",2010,12,2010,0,0,0.0,$0,$0,$0.00,$0.00
5017,Greater Dayton Regional Transit Authority,MB,DO,Active,Dayton,OH,52,"Dayton, OH",324,"703,444",274,"559,062",2010,12,2010,"33,104,502","6,355,685",5.2,"$6,873,334","$32,022,539",$5.00,$1.10
5017,Greater Dayton Regional Transit Authority,MB,PT,Active,Dayton,OH,52,"Dayton, OH",324,"703,444",274,"559,062",2010,12,2010,0,0,0.0,$0,$0,$0.00,$0.00
5017,Greater Dayton Regional Transit Authority,TB,DO,Active,Dayton,OH,52,"Dayton, OH",324,"703,444",274,"559,062",2010,12,2010,"6,755,286","2,225,464",3.0,"$1,246,226","$7,230,531",$3.20,$0.60
5019,City of Middletown - Middletown Transit System,DR,DO,Active,Middletown,OH,273,"Middletown, OH",48,"94,355",20,"49,490",2010,12,2010,"40,627","7,608",5.3,"$19,020","$181,295",$23.80,$2.50
5019,City of Middletown - Middletown Transit System,MB,DO,Active,Middletown,OH,273,"Middletown, OH",48,"94,355",20,"49,490",2010,12,2010,"1,013,945","202,789",5.0,"$144,985","$892,747",$4.40,$0.70
5020,Springfield City Area Transit,DR,DO,Active,Springfield,OH,286,"Springfield, OH",44,"89,684",25,"62,500",2010,12,2010,0,0,0.0,$0,$0,$0.00,$0.00
5020,Springfield City Area Transit,DR,PT,Active,Springfield,OH,286,"Springfield, OH",44,"89,684",25,"62,500",2010,12,2010,"139,794","11,784",11.9,"$31,451","$366,926",$31.10,$2.70
5020,Springfield City Area Transit,MB,DO,Active,Springfield,OH,286,"Springfield, OH",44,"89,684",25,"62,500",2010,12,2010,0,0,0.0,$0,$0,$0.00,$0.00
5020,Springfield City Area Transit,MB,PT,Active,Springfield,OH,286,"Springfield, OH",44,"89,684",25,"62,500",2010,12,2010,"423,484","278,608",1.5,"$182,379","$1,524,282",$5.50,$0.70
5021,Portage Area Regional Transportation Authority,DR,DO,Active,Kent,OH,60,"Akron, OH",308,"570,215",492,"155,012",2010,12,2010,"1,239,346","120,589",10.3,"$101,613","$3,643,543",$30.20,$0.80
5021,Portage Area Regional Transportation Authority,MB,DO,Active,Kent,OH,60,"Akron, OH",308,"570,215",492,"155,012",2010,12,2010,"3,426,614","1,408,738",2.4,"$140,962","$3,643,543",$2.60,$0.10
5022,Toledo Area Regional Transit Authority,DR,DO,Active,Toledo,OH,71,"Toledo, OH-MI",202,"503,008",149,"407,784",2010,12,2010,"1,736,914","219,654",7.9,"$954,110","$4,508,957",$20.50,$4.30
5022,Toledo Area Regional Transit Authority,DR,PT,Active,Toledo,OH,71,"Toledo, OH-MI",202,"503,008",149,"407,784",2010,12,2010,0,0,0.0,$0,$0,$0.00,$0.00
5022,Toledo Area Regional Transit Authority,MB,DO,Active,Toledo,OH,71,"Toledo, OH-MI",202,"503,008",149,"407,784",2010,12,2010,"14,517,511","3,298,806",4.4,"$4,885,299","$20,471,520",$6.20,$1.50
5024,Western Reserve Transit Authority,DR,DO,Active,Youngstown,OH,80,"Youngstown, OH-PA",228,"417,437",433,"288,870",2010,12,2010,"182,435","30,468",6.0,"$136,295","$759,373",$24.90,$4.50
5024,Western Reserve Transit Authority,MB,DO,Active,Youngstown,OH,80,"Youngstown, OH-PA",228,"417,437",433,"288,870",2010,12,2010,"3,832,843","1,135,456",3.4,"$658,718","$7,257,879",$6.40,$0.60
5025,Duluth Transit Authority,DR,PT,Active,Duluth,MN,225,"Duluth, MN-WI",66,"118,265",143,"122,970",2010,12,2010,"145,326","25,590",5.7,"$39,974","$637,692",$24.90,$1.60
5025,Duluth Transit Authority,MB,DO,Active,Duluth,MN,225,"Duluth, MN-WI",66,"118,265",143,"122,970",2010,12,2010,"13,480,050","3,171,087",4.3,"$1,952,424","$11,408,052",$3.60,$0.60
5026,"City of Moorhead, DBA: Metropolitan Area Transit",DR,PT,Active,Moorhead,ND,197,"Fargo, ND-MN",46,"142,477",23,"42,089",2010,12,2010,"25,889","5,961",4.3,"$47,658","$370,846",$62.20,$8.00
5026,"City of Moorhead, DBA: Metropolitan Area Transit",MB,PT,Active,Moorhead,ND,197,"Fargo, ND-MN",46,"142,477",23,"42,089",2010,12,2010,"1,264,548","376,697",3.4,"$225,277","$1,406,447",$3.70,$0.60
5027,Metro Transit,CR,PT,Active,Minneapolis,MN,16,"Minneapolis-St. Paul, MN",894,"2,388,593",633,"1,864,682",2010,12,2010,"17,785,503","710,426",25.0,"$2,458,233","$15,591,215",$21.90,$3.50
5027,Metro Transit,LR,DO,Active,Minneapolis,MN,16,"Minneapolis-St. Paul, MN",894,"2,388,593",633,"1,864,682",2010,12,2010,"55,342,099","10,455,860",5.3,"$10,361,080","$25,736,123",$2.50,$1.00
5027,Metro Transit,MB,DO,Active,Minneapolis,MN,16,"Minneapolis-St. Paul, MN",894,"2,388,593",633,"1,864,682",2010,12,2010,"300,758,979","66,882,361",4.5,"$74,583,495","$240,242,682",$3.60,$1.10
5028,St. Cloud Metropolitan Transit Commission,CB,DO,Active,St. Cloud,MN,280,"St. Cloud, MN",39,"91,305",29,"98,828",2010,9,2010,0,0,0.0,$0,$0,$0.00,$0.00
5028,St. Cloud Metropolitan Transit Commission,DR,DO,Active,St. Cloud,MN,280,"St. Cloud, MN",39,"91,305",29,"98,828",2010,9,2010,"617,783","132,596",4.7,"$286,726","$2,877,028",$21.70,$2.20
5028,St. Cloud Metropolitan Transit Commission,MB,DO,Active,St. Cloud,MN,280,"St. Cloud, MN",39,"91,305",29,"98,828",2010,9,2010,"8,306,404","2,281,979",3.6,"$1,172,405","$5,985,246",$2.60,$0.50
5029,Bay Metropolitan Transit Authority,DR,DO,Active,Bay City,MI,326,"Bay City, MI",40,"74,048",447,"110,000",2010,9,2010,"350,080","50,965",6.9,"$75,939","$2,393,396",$47.00,$1.50
5029,Bay Metropolitan Transit Authority,MB,DO,Active,Bay City,MI,326,"Bay City, MI",40,"74,048",447,"110,000",2010,9,2010,"3,487,373","534,926",6.5,"$700,249","$4,944,656",$9.20,$1.30
5030,Battle Creek Transit,DR,DO,Active,Battle Creek,MI,313,"Battle Creek, MI",51,"79,135",104,"83,000",2010,6,2010,"124,046","27,203",4.6,"$40,637","$967,511",$35.60,$1.50
5030,Battle Creek Transit,MB,DO,Active,Battle Creek,MI,313,"Battle Creek, MI",51,"79,135",104,"83,000",2010,6,2010,"1,887,862","513,006",3.7,"$315,831","$2,617,845",$5.10,$0.60
5031,Suburban Mobility Authority for Regional Transportation,DR,DO,Active,Detroit,MI,9,"Detroit, MI","1,262","3,903,377","1,074","3,167,075",2010,6,2010,"3,332,371","395,299",8.4,"$561,210","$16,679,019",$42.20,$1.40
5031,Suburban Mobility Authority for Regional Transportation,DR,PT,Active,Detroit,MI,9,"Detroit, MI","1,262","3,903,377","1,074","3,167,075",2010,6,2010,"1,771,559","359,578",4.9,"$454,586","$4,778,485",$13.30,$1.30
5031,Suburban Mobility Authority for Regional Transportation,MB,DO,Active,Detroit,MI,9,"Detroit, MI","1,262","3,903,377","1,074","3,167,075",2010,6,2010,"79,990,578","11,206,140",7.1,"$12,660,098","$77,230,679",$6.90,$1.10
5031,Suburban Mobility Authority for Regional Transportation,MB,PT,Active,Detroit,MI,9,"Detroit, MI","1,262","3,903,377","1,074","3,167,075",2010,6,2010,"878,012","233,254",3.8,"$120,902","$1,482,044",$6.40,$0.50
5032,Mass Transportation Authority,DR,DO,Active,Flint,MI,86,"Flint, MI",231,"365,096",258,"436,141",2010,9,2010,"6,332,349","599,569",10.6,"$1,144,365","$12,846,666",$21.40,$1.90
5032,Mass Transportation Authority,DR,PT,Active,Flint,MI,86,"Flint, MI",231,"365,096",258,"436,141",2010,9,2010,"49,139","4,685",10.5,"$4,897","$100,936",$21.50,$1.00
5032,Mass Transportation Authority,MB,DO,Active,Flint,MI,86,"Flint, MI",231,"365,096",258,"436,141",2010,9,2010,"21,091,661","5,189,731",4.1,"$3,333,300","$14,318,532",$2.80,$0.60
5033,Interurban Transit Partnership,DR,PT,Active,Grand Rapids,MI,67,"Grand Rapids, MI",257,"539,080",185,"482,740",2010,9,2010,"4,929,520","436,577",11.3,"$818,861","$8,453,206",$19.40,$1.90
5033,Interurban Transit Partnership,DT,PT,Active,Grand Rapids,MI,67,"Grand Rapids, MI",257,"539,080",185,"482,740",2010,9,2010,"47,726","4,870",9.8,"$18,742","$150,769",$31.00,$3.80
5033,Interurban Transit Partnership,MB,DO,Active,Grand Rapids,MI,67,"Grand Rapids, MI",257,"539,080",185,"482,740",2010,9,2010,"32,481,817","9,307,111",3.5,"$4,404,701","$26,750,657",$2.90,$0.50
5033,Interurban Transit Partnership,VP,DO,Active,Grand Rapids,MI,67,"Grand Rapids, MI",257,"539,080",185,"482,740",2010,9,2010,"1,167,433","24,839",47.0,"$83,986","$265,293",$10.70,$3.40
5034,City of Jackson Transportation Authority,DR,DO,Active,Jackson,MI,292,"Jackson, MI",52,"88,050",86,"158,000",2010,9,2010,"240,003","44,721",5.4,"$107,460","$2,197,211",$49.10,$2.40
5034,City of Jackson Transportation Authority,DR,PT,Active,Jackson,MI,292,"Jackson, MI",52,"88,050",86,"158,000",2010,9,2010,0,0,0.0,$0,$0,$0.00,$0.00
5034,City of Jackson Transportation Authority,MB,DO,Active,Jackson,MI,292,"Jackson, MI",52,"88,050",86,"158,000",2010,9,2010,"1,774,596","558,161",3.2,"$379,039","$2,077,522",$3.70,$0.70
5035,Kalamazoo Metro Transit System,DR,DO,Active,Kalamazoo,MI,161,"Kalamazoo, MI",108,"187,961",69,"184,861",2010,12,2010,0,0,0.0,$0,$0,$0.00,$0.00
5035,Kalamazoo Metro Transit System,DR,PT,Active,Kalamazoo,MI,161,"Kalamazoo, MI",108,"187,961",69,"184,861",2010,12,2010,"2,230,578","123,921",18.0,"$632,922","$3,620,617",$29.20,$5.10
5035,Kalamazoo Metro Transit System,MB,DO,Active,Kalamazoo,MI,161,"Kalamazoo, MI",108,"187,961",69,"184,861",2010,12,2010,"7,072,145","2,534,819",2.8,"$2,141,064","$8,664,349",$3.40,$0.80
5035,Kalamazoo Metro Transit System,VP,DO,Active,Kalamazoo,MI,161,"Kalamazoo, MI",108,"187,961",69,"184,861",2010,12,2010,"99,269","7,528",13.2,$0,"$68,759",$9.10,$0.00
5036,Capital Area Transportation Authority,DR,DO,Active,Lansing,MI,104,"Lansing, MI",137,"300,032",136,"277,316",2010,9,2010,"747,517","116,552",6.4,"$467,765","$5,325,876",$45.70,$4.00
5036,Capital Area Transportation Authority,DR,PT,Active,Lansing,MI,104,"Lansing, MI",137,"300,032",136,"277,316",2010,9,2010,"3,787,181","346,942",10.9,"$388,006","$6,109,161",$17.60,$1.10
5036,Capital Area Transportation Authority,MB,DO,Active,Lansing,MI,104,"Lansing, MI",137,"300,032",136,"277,316",2010,9,2010,"34,823,653","10,883,412",3.2,"$6,705,267","$27,622,938",$2.50,$0.60
5037,Muskegon Area Transit System,DR,DO,Active,Muskegon Heights,MI,185,"Muskegon, MI",100,"154,729",527,"170,200",2010,9,2010,"72,355","13,249",5.5,"$26,257","$329,617",$24.90,$2.00
5037,Muskegon Area Transit System,MB,DO,Active,Muskegon Heights,MI,185,"Muskegon, MI",100,"154,729",527,"170,200",2010,9,2010,"2,853,560","629,925",4.5,"$482,185","$2,488,263",$4.00,$0.80
5037,Muskegon Area Transit System,MB,PT,Active,Muskegon Heights,MI,185,"Muskegon, MI",100,"154,729",527,"170,200",2010,9,2010,0,0,0.0,$0,$0,$0.00,$0.00
5037,Muskegon Area Transit System,TB,PT,Active,Muskegon Heights,MI,185,"Muskegon, MI",100,"154,729",527,"170,200",2010,9,2010,0,0,0.0,$0,$0,$0.00,$0.00
5038,Niles Dial-A-Ride,DR,PT,Active,Niles,IN,113,"South Bend, IN-MI",156,"276,498",120,"237,932",2010,9,2010,0,0,0.0,$0,$0,$0.00,$0.00
5038,Niles Dial-A-Ride,MB,PT,Active,Niles,IN,113,"South Bend, IN-MI",156,"276,498",120,"237,932",2010,9,2010,0,0,0.0,$0,$0,$0.00,$0.00
5039,Saginaw Transit Authority Regional Service,DR,DO,Active,Saginaw,MI,200,"Saginaw, MI",74,"140,985",63,"127,000",2010,9,2010,"102,851","20,990",4.9,"$82,434","$1,659,827",$79.10,$3.90
5039,Saginaw Transit Authority Regional Service,MB,DO,Active,Saginaw,MI,200,"Saginaw, MI",74,"140,985",63,"127,000",2010,9,2010,"3,472,977","992,279",3.5,"$810,542","$5,203,110",$5.20,$0.80
5040,Ann Arbor Transportation Authority,CB,DO,Active,Ann Arbor,MI,112,"Ann Arbor, MI",129,"283,904",81,"204,530",2010,9,2010,0,0,0.0,$0,$0,$0.00,$0.00
5040,Ann Arbor Transportation Authority,DR,DO,Active,Ann Arbor,MI,112,"Ann Arbor, MI",129,"283,904",81,"204,530",2010,9,2010,0,0,0.0,$0,$0,$0.00,$0.00
5040,Ann Arbor Transportation Authority,DR,PT,Active,Ann Arbor,MI,112,"Ann Arbor, MI",129,"283,904",81,"204,530",2010,9,2010,"287,904","82,258",3.5,"$174,467","$2,442,947",$29.70,$2.10
5040,Ann Arbor Transportation Authority,DT,PT,Active,Ann Arbor,MI,112,"Ann Arbor, MI",129,"283,904",81,"204,530",2010,9,2010,"430,378","122,965",3.5,"$371,568","$2,341,582",$19.00,$3.00
5040,Ann Arbor Transportation Authority,MB,DO,Active,Ann Arbor,MI,112,"Ann Arbor, MI",129,"283,904",81,"204,530",2010,9,2010,"18,408,602","5,734,767",3.2,"$3,706,644","$19,445,101",$3.40,$0.60
5040,Ann Arbor Transportation Authority,MB,PT,Active,Ann Arbor,MI,112,"Ann Arbor, MI",129,"283,904",81,"204,530",2010,9,2010,"257,046","15,760",16.3,"$3,375","$383,310",$24.30,$0.20
5041,City of Anderson Transportation System,DR,DO,Active,Anderson,IN,265,"Anderson, IN",63,"97,038",45,"59,734",2010,12,2010,"104,736","26,184",4.0,"$49,917","$553,003",$21.10,$1.90
5041,City of Anderson Transportation System,MB,DO,Active,Anderson,IN,265,"Anderson, IN",63,"97,038",45,"59,734",2010,12,2010,"658,112","149,571",4.4,"$106,616","$1,659,012",$11.10,$0.70
5042,East Chicago Transit,DR,DO,Active,East Chicago,IL,3,"Chicago, IL-IN","2,123","8,307,904",11,"33,892",2010,12,2010,"15,650","5,879",2.7,$0,"$163,855",$27.90,$0.00
5042,East Chicago Transit,MB,DO,Active,East Chicago,IL,3,"Chicago, IL-IN","2,123","8,307,904",11,"33,892",2010,12,2010,"331,065","239,813",1.4,$0,"$1,217,995",$5.10,$0.00
5043,Metropolitan Evansville Transit System,DR,DO,Active,Evansville,IN,142,"Evansville, IN-KY",106,"211,989",45,"122,961",2010,12,2010,"295,461","47,881",6.2,"$263,673","$1,437,783",$30.00,$5.50
5043,Metropolitan Evansville Transit System,MB,DO,Active,Evansville,IN,142,"Evansville, IN-KY",106,"211,989",45,"122,961",2010,12,2010,"7,935,066","2,283,339",3.5,"$1,070,791","$4,871,630",$2.10,$0.50
5044,Fort Wayne Public Transportation Corporation,DR,DO,Active,Fort Wayne,IN,110,"Fort Wayne, IN",135,"287,759",61,"248,637",2010,12,2010,"384,099","43,897",8.8,"$111,017","$1,427,719",$32.50,$2.50
5044,Fort Wayne Public Transportation Corporation,MB,DO,Active,Fort Wayne,IN,110,"Fort Wayne, IN",135,"287,759",61,"248,637",2010,12,2010,"6,274,804","1,888,036",3.3,"$1,115,442","$9,557,573",$5.10,$0.60
5045,Gary Public Transportation Corporation,DR,DO,Active,Gary,IL,3,"Chicago, IL-IN","2,123","8,307,904",38,"102,746",2010,12,2010,"66,281","12,389",5.3,"$37,164","$614,562",$49.60,$3.00
5045,Gary Public Transportation Corporation,DR,PT,Active,Gary,IL,3,"Chicago, IL-IN","2,123","8,307,904",38,"102,746",2010,12,2010,0,0,0.0,$0,$0,$0.00,$0.00
5045,Gary Public Transportation Corporation,MB,DO,Active,Gary,IL,3,"Chicago, IL-IN","2,123","8,307,904",38,"102,746",2010,12,2010,"1,076,789","897,324",1.2,"$743,606","$6,125,507",$6.80,$0.80
5045,Gary Public Transportation Corporation,MB,PT,Active,Gary,IL,3,"Chicago, IL-IN","2,123","8,307,904",38,"102,746",2010,12,2010,0,0,0.0,$0,$0,$0.00,$0.00
5047,Bloomington-Normal Public Transit System,DR,DO,Active,Normal,IL,237,"Bloomington-Normal, IL",37,"112,415",29,"117,156",2010,6,2010,"198,414","34,191",5.8,"$53,504","$1,121,624",$32.80,$1.60
5047,Bloomington-Normal Public Transit System,MB,DO,Active,Normal,IL,237,"Bloomington-Normal, IL",37,"112,415",29,"117,156",2010,6,2010,"3,424,263","1,227,183",2.8,"$922,362","$5,619,022",$4.60,$0.80
5048,Northwest Indiana Community Action Corporation,DR,DO,Inactive,Crown Point,IL,3,"Chicago, IL-IN","2,123","8,307,904",919,"848,604",2009,12,2009,"46,797","2,485",18.8,"$3,253","$125,526",$50.50,$1.30
5050,Indianapolis and Marion County Public Transportation,DR,DO,Active,Indianapolis,IN,33,"Indianapolis, IN",553,"1,218,919",373,"791,926",2010,12,2010,0,0,0.0,$0,$0,$0.00,$0.00
5050,Indianapolis and Marion County Public Transportation,DR,PT,Active,Indianapolis,IN,33,"Indianapolis, IN",553,"1,218,919",373,"791,926",2010,12,2010,"2,922,112","250,232",11.7,"$883,779","$8,364,619",$33.40,$3.50
5050,Indianapolis and Marion County Public Transportation,MB,DO,Active,Indianapolis,IN,33,"Indianapolis, IN",553,"1,218,919",373,"791,926",2010,12,2010,"32,141,342","8,378,449",3.8,"$8,670,419","$46,318,928",$5.50,$1.00
5050,Indianapolis and Marion County Public Transportation,MB,PT,Active,Indianapolis,IN,33,"Indianapolis, IN",553,"1,218,919",373,"791,926",2010,12,2010,"1,651,058","149,417",11.1,"$308,399","$2,005,333",$13.40,$2.10
5051,Greater Lafayette Public Transportation Corporation,DR,DO,Active,Lafayette,IN,212,"Lafayette, IN",55,"125,738",32,"108,500",2010,12,2010,"119,850","23,094",5.2,"$74,349","$467,507",$20.20,$3.20
5051,Greater Lafayette Public Transportation Corporation,MB,DO,Active,Lafayette,IN,212,"Lafayette, IN",55,"125,738",32,"108,500",2010,12,2010,"9,900,313","4,923,148",2.0,"$2,220,201","$9,333,015",$1.90,$0.50
5052,South Bend Public Transportation Corporation,DR,DO,Active,South Bend,IN,113,"South Bend, IN-MI",156,"276,498",68,"154,346",2010,12,2010,"363,316","48,464",7.5,"$91,187","$917,158",$18.90,$1.90
5052,South Bend Public Transportation Corporation,MB,DO,Active,South Bend,IN,113,"South Bend, IN-MI",156,"276,498",68,"154,346",2010,12,2010,"7,942,543","2,105,135",3.8,"$1,299,165","$8,990,010",$4.30,$0.60
5053,Terre Haute Transit Utility,DR,DO,Active,Terre Haute,IN,312,"Terre Haute, IN",43,"79,376",18,"59,614",2010,12,2010,"75,518","14,361",5.3,"$39,991","$253,030",$17.60,$2.80
5053,Terre Haute Transit Utility,MB,DO,Active,Terre Haute,IN,312,"Terre Haute, IN",43,"79,376",18,"59,614",2010,12,2010,"419,924","277,492",1.5,"$139,138","$1,988,156",$7.20,$0.50
