NTDID,Agency,Active,SSW,UZA,UZA Name,Modes,TOS,JAN02,FEB02,MAR02,APR02,MAY02,JUN02,JUL02,AUG02,SEP02,OCT02,NOV02,DEC02,JAN03,FEB03,MAR03,APR03,MAY03,JUN03,JUL03,AUG03,SEP03,OCT03,NOV03,DEC03,JAN04,FEB04,MAR04,APR04,MAY04,JUN04,JUL04,AUG04,SEP04,OCT04,NOV04,DEC04,JAN05,FEB05,MAR05,APR05,MAY05,JUN05,JUL05,AUG05,SEP05,OCT05,NOV05,DEC05,JAN06,FEB06,MAR06,APR06,MAY06,JUN06,JUL06,AUG06,SEP06,OCT06,NOV06,DEC06,JAN07,FEB07,MAR07,APR07,MAY07,JUN07,JUL07,AUG07,SEP07,OCT07,NOV07,DEC07,JAN08,FEB08,MAR08,APR08,MAY08,JUN08,JUL08,AUG08,SEP08,OCT08,NOV08,DEC08,JAN09,FEB09,MAR09,APR09,MAY09,JUN09,JUL09,AUG09,SEP09,OCT09,NOV09,DEC09,JAN10,FEB10,MAR10,APR10,MAY10,JUN10,JUL10,AUG10,SEP10,OCT10,NOV10,DEC10,JAN11,FEB11,MAR11,APR11,MAY11,JUN11,JUL11,AUG11,SEP11,OCT11,NOV11,DEC11,JAN12,FEB12,MAR12,APR12,MAY12,JUN12,JUL12,AUG12,SEP12,OCT12,NOV12,DEC12,JAN13,FEB13,MAR13,APR13,MAY13,JUN13,JUL13,AUG13,SEP13,OCT13,NOV13,DEC13,JAN14,FEB14,MAR14,APR14,MAY14,JUN14,JUL14,AUG14,SEP14,OCT14,NOV14,DEC14,JAN15
4230,City of Atlanta - Department of Public Works - Transit Division,Active,N,9,"Atlanta, GA",SR,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3
4232,Central Florida Commuter Rail,Active,N,32,"Orlando, FL",CR,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,74,74,74,74,74,74,74,77,76
5001,City of Appleton - Valley Transit,Active,N,165,"Appleton, WI",DR,PT,47,47,47,47,47,47,47,47,47,47,47,47,53,53,53,53,53,53,53,53,53,53,53,53,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,60,60,60,60,60,60,60,60,60,46,46,46,46,46,46,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
5001,City of Appleton - Valley Transit,Active,N,165,"Appleton, WI",MB,DO,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,20,20,20,20,19,19,19,19,19,19,15,19,19,19,19,19,18,18,18,18,18,18,15,15,18,18,18,18,18,18,18,18,18,15,15,15,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,16,16,16,20,20,20,20,20,20,20,20,20,17,18,18,21,21,21,21,21,21,21,21,21,18,18,18,21,21,21,21,21,21,21,21,21,18,18,18,21,21,21,21,21
5001,City of Appleton - Valley Transit,Active,N,165,"Appleton, WI",MB,PT,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,11,11,11,11,11,12,12,12,12,11,11,11,10,10,10,10,10,11,11,11,11,10,10,10,10,10,10,10,10,12,12,12,12,10,10,10,10,10,10,10,10,11,11,11,11,10,10,10,10,10,10,10,10,11,11,11,11,10,10,10,10,10,10,10,10,10,11,11,11,10,10,10,10,10,10,10,10,11,11,11,11,10,10,10,10
5002,Green Bay Metro,Active,N,176,"Green Bay, WI",DR,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,23,23,23,23,23,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,22,22,21,20,20,20,21,21,20,21,21,21,21,21,21,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,24,23,21,21,22,20,19,20,18,18,19,17,16,17,16,15,14,14,14,14,14,14,14,14,14,14,13,12,13,13,14,14,14,13,14,15,14,13,12,13,13,12,13,12,12
5002,Green Bay Metro,Active,N,176,"Green Bay, WI",MB,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,30,30,30,20,20,20,30,30,30,30,23,23,23,23,23,23,23,23,23,23,23,23,30,30,30,30,30,32,19,30,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,29,29,29,29,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,25,25,25,25,25,25,25,25,25,25,17,19,25,25,25,25,25,25,25,25,25,25,17,19,25,25,25,25,25,25,25,25,25,25,17,19,25,25,25,25,24
5003,Kenosha Transit,Active,N,256,"Kenosha, WI-IL",DR,PT,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,8,8,8,8,8,8,8,8,8,8,8,13,13,13,13,13,13,13,13,13,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13
5003,Kenosha Transit,Active,N,256,"Kenosha, WI-IL",LR,DO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,2,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5003,Kenosha Transit,Active,N,256,"Kenosha, WI-IL",MB,DO,44,44,44,44,44,44,44,44,44,44,44,44,46,46,46,46,46,46,46,46,46,46,46,46,47,47,47,47,47,47,47,47,47,47,47,47,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
5003,Kenosha Transit,Active,N,256,"Kenosha, WI-IL",SR,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5004,LaCrosse Municipal Transit Utility,Active,N,298,"La Crosse, WI-MN",DR,PT,6,6,6,6,6,6,6,6,6,6,6,6,13,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,12,12,14,14,14,14,14,14,14,14,13,13,14,13,14,14,14,14,0,0,0,0,0,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,14,14,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
5004,LaCrosse Municipal Transit Utility,Active,N,298,"La Crosse, WI-MN",MB,DO,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,14,14,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,13,14,14,14,13,13,13,13,13,13,13,13,13,14,14,14,13,13,13,13,13,13,13,13,13,14,14,14,14,13,13,13,14,14,14,14,14,14,14,14,14,14,13,14,14,14,14,13,13,13,13,13,13,13,14,14,14,14,14,14,13,13,13,13,14,14,14,14,14,14,14,14,14,14,13,13,14,14,14,14,15,14,14,14,14,14,14,14,14,14,14,15,15,14,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
5004,LaCrosse Municipal Transit Utility,Active,N,298,"La Crosse, WI-MN",TB,DO,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5005,Metro Transit System,Active,N,92,"Madison, WI",DR,DO,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
5005,Metro Transit System,Active,N,92,"Madison, WI",DR,PT,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,60,60,60,60,60,60,60,59,59,59,59,59,59,59,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,63,63,63,63,63,63,63,63,63,63,63,63,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
5005,Metro Transit System,Active,N,92,"Madison, WI",MB,DO,166,166,166,166,166,166,166,166,166,166,166,166,167,167,167,167,167,120,120,120,167,167,167,167,167,167,167,167,167,167,125,125,167,167,167,167,167,167,167,167,167,167,121,121,167,167,167,167,167,167,167,167,167,167,119,119,167,167,167,167,167,167,167,167,167,167,124,124,167,167,167,167,167,167,167,167,167,167,121,121,167,167,167,167,167,167,167,167,167,167,126,126,167,167,167,167,167,167,167,167,167,167,119,119,167,167,167,167,168,168,168,168,168,129,129,168,170,170,170,170,174,174,174,174,174,174,128,128,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,178,179,179,179,179,179,179,179,179,179,179,179,179
5006,Belle Urban System - Racine,Active,N,239,"Racine, WI",CB,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3
5006,Belle Urban System - Racine,Active,N,239,"Racine, WI",DR,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,5,5,6,6,5,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
5006,Belle Urban System - Racine,Active,N,239,"Racine, WI",DR,PT,,,,,,,,,,,,,12,12,12,12,12,12,10,10,10,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5006,Belle Urban System - Racine,Active,N,239,"Racine, WI",MB,DO,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,24,24,24,25,23,23,24,24,24,25,26,26,26,26,26,24,24,24,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,23,23,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,35,35,35,35,35,35,35,35,35,35,35,35,35
5006,Belle Urban System - Racine,Active,N,239,"Racine, WI",MB,PT,17,17,17,17,17,17,17,17,17,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5008,Milwaukee County Transit System,Active,N,35,"Milwaukee, WI",CB,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5
5008,Milwaukee County Transit System,Active,N,35,"Milwaukee, WI",DR,PT,203,202,217,218,226,225,221,219,217,220,207,247,204,204,202,211,204,196,190,188,192,198,197,191,181,164,165,167,165,165,180,182,179,182,191,199,190,187,199,205,206,200,209,204,215,202,218,205,209,209,209,199,212,214,206,216,216,207,215,200,204,196,196,199,202,203,205,206,200,206,208,204,202,191,201,204,204,195,209,201,203,207,206,200,195,203,203,205,205,197,208,205,207,209,215,215,207,209,217,203,210,203,213,203,209,205,198,205,198,205,196,186,192,189,177,164,167,160,153,160,109,101,97,93,90,89,88,92,94,90,90,90,90,92,90,86,85,87,85,86,86,88,88,85,91,88,88,88,87,87,87,87,84,87,87,87,87
5008,Milwaukee County Transit System,Active,N,35,"Milwaukee, WI",DT,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,32,29,34,34,35,34,29,24,25,31,33,,,,,,,,,,,,,,,,,,,,,,,,,
5008,Milwaukee County Transit System,Active,N,35,"Milwaukee, WI",MB,DO,428,433,424,427,427,343,343,343,427,429,430,461,431,425,412,420,410,321,320,311,427,415,412,412,406,411,411,410,410,410,353,311,402,402,402,406,408,408,411,412,412,412,302,415,431,433,428,431,421,422,426,421,416,401,332,330,357,406,414,367,416,416,406,406,405,398,316,331,391,388,389,392,387,387,387,380,380,361,375,329,385,383,386,387,384,387,386,389,382,382,374,303,347,349,348,356,336,340,340,336,333,344,301,292,334,344,344,345,341,341,331,337,335,315,315,316,336,338,341,345,324,329,329,329,316,302,280,286,321,321,321,322,319,320,317,316,318,296,285,271,321,318,317,316,318,317,326,329,329,313,318,295,334,331,331,331,335
5008,Milwaukee County Transit System,Active,N,35,"Milwaukee, WI",MB,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,6,6,6,6,6
5008,Milwaukee County Transit System,Active,N,35,"Milwaukee, WI",VP,DO,11,11,11,11,12,12,12,12,12,12,13,14,12,13,12,12,12,13,13,14,14,14,17,17,17,18,19,20,20,20,20,20,19,19,19,19,19,19,19,19,20,17,18,18,18,21,21,21,22,23,23,17,17,18,17,16,17,17,16,17,16,15,15,14,14,14,16,14,14,13,13,12,15,11,12,11,11,12,11,15,16,16,16,16,16,16,17,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5009,GO Transit,Active,N,376,"Oshkosh, WI",DR,PT,27,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,31,31,31,31,31,31,32,32,32,32,32,31,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,34,34,34,34,34,34,34,34,34,34,34,34,33,33,33,33,33,33,33,33,33,33,33,33,41,41,41,41,41,41,36,36,36,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5009,GO Transit,Active,N,376,"Oshkosh, WI",DT,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,22
5009,GO Transit,Active,N,376,"Oshkosh, WI",MB,DO,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
5009,GO Transit,Active,N,376,"Oshkosh, WI",MB,PT,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5010,METRO Regional Transit Authority,Active,N,71,"Akron, OH",CB,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
5010,METRO Regional Transit Authority,Active,N,71,"Akron, OH",DR,DO,56,56,57,57,58,57,58,58,56,58,57,58,57,55,55,56,56,55,55,56,56,58,58,57,55,60,60,60,59,58,58,59,60,60,60,60,55,55,55,55,59,62,61,61,61,60,60,60,55,56,59,69,60,65,63,65,57,57,57,57,57,47,58,61,58,55,55,56,56,56,62,61,61,55,54,56,55,56,58,57,59,59,56,58,50,50,50,49,48,51,50,47,46,47,45,48,60,60,60,60,60,69,69,69,69,69,78,72,76,76,76,74,76,76,75,75,78,78,78,78,78,76,78,76,76,76,71,71,77,77,77,77,73,75,77,78,74,75,74,77,78,77,79,75,77,81,79,79,80,82,77,76,80,83,85,83,0
5010,METRO Regional Transit Authority,Active,N,71,"Akron, OH",DR,PT,50,50,50,49,49,50,51,50,50,51,51,51,51,51,51,50,51,51,51,80,72,68,70,66,51,50,52,51,49,49,51,50,52,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,45,44,43,42,42,42,42,44,44,43,50,50,50,50,50,50,50,50,50,56,55,55,50,50,45,46,47,50,50,49,50,50,50,50,35,35,35,35,35,36,35,37,39,42,41,40,50,50,45,45,45,44,45,46,48,47,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5010,METRO Regional Transit Authority,Active,N,71,"Akron, OH",DT,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,48,50,50,50,50,49,50,51,51,52,51,46,43,44,48,22,27,23,22,21,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,
5010,METRO Regional Transit Authority,Active,N,71,"Akron, OH",MB,DO,143,143,144,143,141,140,142,141,142,140,140,143,137,137,137,136,137,137,136,136,122,126,125,125,124,125,124,122,119,118,112,112,108,108,108,109,130,121,105,102,107,106,86,103,105,107,106,107,108,108,107,97,97,97,74,91,91,91,91,91,94,94,97,96,96,75,75,95,95,95,96,96,96,95,96,98,96,97,96,95,98,98,95,93,98,98,98,99,98,97,97,101,102,101,102,102,106,106,106,105,105,97,106,103,103,105,106,106,108,110,110,110,110,110,109,109,105,106,107,107,103,103,103,101,101,101,89,97,99,97,97,97,101,100,100,97,97,97,91,100,100,101,100,100,103,103,103,104,104,103,97,104,105,104,101,104,0
5011,Stark Area Regional Transit Authority,Active,N,135,"Canton, OH",DR,DO,35,35,35,35,35,35,35,35,35,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,34,34,34,34,25,25,25,25,25,25,25,25,22,22,22,22,21,21,21,21,21,21,21,21,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,27,27,27,27,27,32,32,27,27,27,27,31,27
5011,Stark Area Regional Transit Authority,Active,N,135,"Canton, OH",MB,DO,40,40,40,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,35,35,35,35,35,35,35,35,32,32,32,32,29,29,29,29,29,30,30,30,29,29,29,30,32,32,32,32,32,34,34,33,32,32,32,32,32,32,32,32,32,34,34,33,32,32,32,32,32,32,33,33,33,34,34,33,33,33,33,34,34,34,34,34,34,35,35,34,34,34,34,34,33
5012,Southwest Ohio Regional Transit Authority,Active,N,30,"Cincinnati, OH-KY-IN",DR,PT,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,43,43,43,43,43,43,43,43,43,43,53,53,53,53,53,53,53,53,53,53,53,53,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
5012,Southwest Ohio Regional Transit Authority,Active,N,30,"Cincinnati, OH-KY-IN",MB,DO,430,430,430,430,430,430,430,430,430,430,430,430,358,358,358,358,358,358,358,359,359,359,359,357,357,357,355,355,355,285,285,298,327,327,327,327,327,327,327,327,327,257,257,277,324,324,324,324,324,324,324,324,324,255,255,327,327,327,327,327,327,327,325,325,325,276,276,297,297,324,324,323,323,323,323,323,323,259,259,324,324,324,324,325,325,325,325,321,321,274,274,321,321,321,321,321,280,280,280,280,280,227,227,276,276,276,276,278,278,278,278,278,278,232,232,285,285,285,285,287,287,287,287,287,287,207,207,288,288,288,288,289,289,289,289,289,289,207,207,296,296,296,296,297,296,296,296,296,296,228,228,296,296,296,296,297,297
5015,The Greater Cleveland Regional Transit Authority,Active,N,25,"Cleveland, OH",DR,DO,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,62,62,62,62,62,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,62,62,62,62,62,62,62,62,62,62,62,62,61,67,66,64,64,66,61,65,66,67,68,67,72,69,69,71,69,72,66,67,73,68,68,69,72,72,69,70,73,69,72,69,74,73,72,76,70,72,68,72,72,70,73,68,67,70,73,75,76,75,72,74,74,71,72,71,72,78,78,74,75,79,79,79,71,70,71,71,68,71,75,75,71,71,74,65,69,67,70,68,69,73,72,71,70,70,70,70,70,65,65,70,70,70,70,70,70
5015,The Greater Cleveland Regional Transit Authority,Active,N,25,"Cleveland, OH",DR,PT,18,18,18,18,18,18,18,18,18,18,18,18,14,14,14,14,14,14,14,14,14,15,15,15,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,17,19,19,20,19,21,19,22,21,21,21,22,23,23,22,24,23,23,22,28,29,30,27,26,29,29,31,31,29,28,29,30,30,31,31,36,33,32,30,30,31,30,29,31,29,32,32,30,33,32,32,36,34,33,35,34,33,36,39,33,38,37,37,47,54,52,52,51,54,55,55,53,55,56,56,56,55,56,54,55,55,57,57,66,67,67,67,67,64,64,64,67,67,67,67,66
