5 digit NTDID,4 digit NTDID,Agency,Mode,TOS,Active,Reporter Type,HQ City,HQ State,UZA,UZA Name,UZA Area SQ Miles,UZA Population,Service Area SQ Miles,Service Area Population,Most Recent Report Year,FY End Month,FY End Year,Passenger Miles FY,Unlinked Passenger Trips FY,Average Trip Length FY,Fares FY,Operating Expenses FY,Average Cost per Trip FY,Average Fares per Trip FY
40077,4077,South Florida Regional Transportation Authority,MB,PT,Active,Full Reporter: Operating,Pompano Beach,FL,4,"Miami, FL","1,239","5,502,379","1,238","5,502,379",2013,6,2013,"3,617,807","921,631",3.93,," $	3,012,062 ", $	3.27 ,
40078,4078,Cobb County Department of Transportation Authority,CB,PT,Active,Full Reporter: Operating,Marietta,GA,9,"Atlanta, GA","2,645","4,515,419",210,"688,078",2013,9,2013,"14,464,453","558,024",25.92," $	1,161,157 "," $	3,044,723 ", $	5.46 , $	2.08 
40078,4078,Cobb County Department of Transportation Authority,DR,PT,Active,Full Reporter: Operating,Marietta,GA,9,"Atlanta, GA","2,645","4,515,419",210,"688,078",2013,9,2013,"555,517","58,916",9.43," $	178,741 "," $	3,418,051 ", $	58.02 , $	3.03 
40078,4078,Cobb County Department of Transportation Authority,MB,PT,Active,Full Reporter: Operating,Marietta,GA,9,"Atlanta, GA","2,645","4,515,419",210,"688,078",2013,9,2013,"13,348,363","3,070,085",4.35," $	4,534,858 "," $	11,641,589 ", $	3.79 , $	1.48 
40080,4080,Kingsport Area Transit System,DR,DO,Active,Small Systems Reporter,Kingsport,TN,291,"Kingsport, TN-VA",114,"106,571",45,"48,205",2013,9,2013,0,"11,854",0.00," $	24,587 "," $	554,272 ", $	46.76 , $	2.07 
40080,4080,Kingsport Area Transit System,MB,DO,Active,Small Systems Reporter,Kingsport,TN,291,"Kingsport, TN-VA",114,"106,571",45,"48,205",2013,9,2013,0,"149,440",0.00," $	53,918 "," $	722,379 ", $	4.83 , $	0.36 
40082,4082,Douglas County Rideshare,VP,DO,Active,Full Reporter: Operating,Douglasville,GA,9,"Atlanta, GA","2,645","4,515,419",201,"136,379",2013,12,2013,"6,866,821","180,078",38.13," $	432,451 "," $	797,364 ", $	4.43 , $	2.40 
,4085,Bay County Council On Aging Bay Coordinated Transportation,DR,DO,Inactive,,,,,,,,,,2009,,,,,,,,,
,4085,Bay County Council On Aging Bay Coordinated Transportation,MB,DO,Inactive,,,,,,,,,,2009,,,,,,,,,
,4085,Bay County Council On Aging Bay Coordinated Transportation,TB,DO,Inactive,,,,,,,,,,2009,,,,,,,,,
40086,4086,Metropolitan Bus Authority,DR,DO,Active,Full Reporter: Operating,San Juan,PR,21,"San Juan, PR",867,"2,148,346",198,"1,176,968",2013,6,2013,"725,502","116,828",6.21," $	99,851 "," $	6,647,478 ", $	56.90 , $	0.85 
40086,4086,Metropolitan Bus Authority,MB,DO,Active,Full Reporter: Operating,San Juan,PR,21,"San Juan, PR",867,"2,148,346",198,"1,176,968",2013,6,2013,"34,441,484","10,248,789",3.36," $	4,790,058 "," $	67,229,685 ", $	6.56 , $	0.47 
40086,4086,Metropolitan Bus Authority,MB,PT,Active,Full Reporter: Operating,San Juan,PR,21,"San Juan, PR",867,"2,148,346",198,"1,176,968",2013,6,2013,,,,,,,
40087,4087,Durham Area Transit Authority,DR,PT,Active,Full Reporter: Operating,Durham,NC,110,"Durham, NC",182,"347,602",93,"240,017",2013,6,2013,"1,738,708","183,820",9.46," $	223,527 "," $	4,520,845 ", $	24.59 , $	1.22 
40087,4087,Durham Area Transit Authority,MB,DO,Active,Full Reporter: Operating,Durham,NC,110,"Durham, NC",182,"347,602",93,"240,017",2013,6,2013,,,,,,,
40087,4087,Durham Area Transit Authority,MB,PT,Active,Full Reporter: Operating,Durham,NC,110,"Durham, NC",182,"347,602",93,"240,017",2013,6,2013,"22,992,533","6,356,458",3.62," $	2,789,301 "," $	16,893,111 ", $	2.66 , $	0.44 
40088,4088,Spartanburg County Transportation Services,DR,DO,Active,Full Reporter: Operating,Spartanburg,SC,192,"Spartanburg, SC",190,"180,786",811,"284,307",2013,6,2013,,,,,,,
40088,4088,Spartanburg County Transportation Services,DR,PT,Active,Full Reporter: Operating,Spartanburg,SC,192,"Spartanburg, SC",190,"180,786",811,"284,307",2013,6,2013,"2,059,084","128,521",16.02," $	423,560 "," $	3,695,320 ", $	28.75 , $	3.30 
40092,4092,Clarksville Transit System,DR,DO,Active,Full Reporter: Operating,Clarksville,TN,208,"Clarksville, TN-KY",110,"158,655",105,"135,471",2013,6,2013,"223,540","28,517",7.84," $	70,601 "," $	1,241,144 ", $	43.52 , $	2.48 
40092,4092,Clarksville Transit System,MB,DO,Active,Full Reporter: Operating,Clarksville,TN,208,"Clarksville, TN-KY",110,"158,655",105,"135,471",2013,6,2013,"5,115,336","844,851",6.05," $	687,049 "," $	4,355,246 ", $	5.16 , $	0.81 
40093,4093,Greensboro Transit Authority,DR,PT,Active,Full Reporter: Operating,Greensboro,NC,120,"Greensboro, NC",185,"311,810",127,"269,666",2013,6,2013,"1,884,215","231,192",8.15," $	240,966 "," $	7,277,215 ", $	31.48 , $	1.04 
40093,4093,Greensboro Transit Authority,MB,PT,Active,Full Reporter: Operating,Greensboro,NC,120,"Greensboro, NC",185,"311,810",127,"269,666",2013,6,2013,"19,744,022","4,591,633",4.30," $	3,613,261 "," $	15,413,551 ", $	3.36 , $	0.79 
40094,4094,Alternativa de Transporte Integrado -ATI,HR,PT,Active,Full Reporter: Operating,San Juan,PR,21,"San Juan, PR",867,"2,148,346",149,"701,366",2013,6,2013,"52,842,782","11,014,638",4.80," $	8,041,930 "," $	56,663,575 ", $	5.14 , $	0.73 
40094,4094,Alternativa de Transporte Integrado -ATI,MB,PT,Active,Full Reporter: Operating,San Juan,PR,21,"San Juan, PR",867,"2,148,346",149,"701,366",2013,6,2013,"3,874,669","1,753,244",2.21," $	880,775 "," $	11,149,160 ", $	6.36 , $	0.50 
40095,4095,Greenville Area Transit,DR,PT,Active,Small Systems Reporter,Greenville,NC,266,"Greenville, NC",65,"117,798",35,"84,554",2013,6,2013,0,"13,975",0.00," $	27,600 "," $	194,065 ", $	13.89 , $	1.98 
40095,4095,Greenville Area Transit,MB,DO,Active,Small Systems Reporter,Greenville,NC,266,"Greenville, NC",65,"117,798",35,"84,554",2013,6,2013,0,"543,282",0.00," $	303,126 "," $	1,719,975 ", $	3.17 , $	0.56 
40097,4097,"Council on Aging of St. Lucie, Inc.",DR,DO,Active,Full Reporter: Operating,Fort Pierce,FL,101,"Port St. Lucie, FL",208,"376,047",572,"283,866",2013,6,2013,"499,203","103,676",4.82," $	58,921 "," $	2,625,491 ", $	25.32 , $	0.57 
40097,4097,"Council on Aging of St. Lucie, Inc.",DR,PT,Active,Full Reporter: Operating,Fort Pierce,FL,101,"Port St. Lucie, FL",208,"376,047",572,"283,866",2013,6,2013,,,,,,,
40097,4097,"Council on Aging of St. Lucie, Inc.",MB,DO,Active,Full Reporter: Operating,Fort Pierce,FL,101,"Port St. Lucie, FL",208,"376,047",572,"283,866",2013,6,2013,"2,040,520","170,131",11.99," $	208,365 "," $	1,527,426 ", $	8.98 , $	1.22 
40100,4100,Santee Wateree Regional Transportation Authority,CB,DO,Active,Full Reporter: Operating,Sumter,SC,380,"Sumter, SC",66,"73,107","5,944","301,395",2013,6,2013,"1,793,981","39,905",44.96," $	94,201 "," $	638,468 ", $	16.00 , $	2.36 
40100,4100,Santee Wateree Regional Transportation Authority,DR,DO,Active,Full Reporter: Operating,Sumter,SC,380,"Sumter, SC",66,"73,107","5,944","301,395",2013,6,2013,"2,010,474","134,376",14.96," $	691,675 "," $	2,740,176 ", $	20.39 , $	5.15 
40100,4100,Santee Wateree Regional Transportation Authority,MB,DO,Active,Full Reporter: Operating,Sumter,SC,380,"Sumter, SC",66,"73,107","5,944","301,395",2013,6,2013,"270,900","122,607",2.21," $	392,071 "," $	836,571 ", $	6.82 , $	3.20 
40100,4100,Santee Wateree Regional Transportation Authority,VP,DO,Active,Full Reporter: Operating,Sumter,SC,380,"Sumter, SC",66,"73,107","5,944","301,395",2013,6,2013,,,,,,,
40101,4101,Spartanburg Transit System,MB,DO,Active,Small Systems Reporter,Spartanburg,SC,192,"Spartanburg, SC",190,"180,786",40,"70,000",2013,6,2013,0,"513,430",0.00," $	234,260 "," $	1,397,640 ", $	2.72 , $	0.46 
40102,4102,Waccamaw Regional Transportation Authority,DR,DO,Active,Full Reporter: Operating,Conway,SC,166,"Myrtle Beach-Socastee, SC-NC",190,"215,304","1,949","252,426",2013,6,2013,"267,659","24,709",10.83," $	88,258 "," $	1,301,541 ", $	52.67 , $	3.57 
40102,4102,Waccamaw Regional Transportation Authority,MB,DO,Active,Full Reporter: Operating,Conway,SC,166,"Myrtle Beach-Socastee, SC-NC",190,"215,304","1,949","252,426",2013,6,2013,0,"994,675",0.00," $	1,081,863 "," $	3,587,990 ", $	3.61 , $	1.09 
40103,4103,Wiregrass Transit Authority,DR,DO,Active,Full Reporter: Operating,Dothan,AL,402,"Dothan, AL",56,"68,781",600,"90,000",2013,9,2013,"2,471,078","124,381",19.87," $	79,788 "," $	1,549,262 ", $	12.46 , $	0.64 
40103,4103,Wiregrass Transit Authority,DR,PT,Active,Full Reporter: Operating,Dothan,AL,402,"Dothan, AL",56,"68,781",600,"90,000",2013,9,2013,"1,032,623","39,277",26.29, $	-00 ," $	1,055,496 ", $	26.87 , $	-00 
40103,4103,Wiregrass Transit Authority,DT,PT,Active,Full Reporter: Operating,Dothan,AL,402,"Dothan, AL",56,"68,781",600,"90,000",2013,9,2013,"202,384","10,172",19.90, $	-00 ," $	346,583 ", $	34.07 , $	-00 
40104,4104,"Senior Resource Association, Inc.",DR,DO,Active,Full Reporter: Operating,Vero Beach,FL,220,"Sebastian-Vero Beach South-Florida Ridge, FL",97,"149,422",216,"143,696",2013,6,2013,"358,483","33,121",10.82," $	42,278 "," $	1,086,564 ", $	32.81 , $	1.28 
40104,4104,"Senior Resource Association, Inc.",DR,PT,Active,Full Reporter: Operating,Vero Beach,FL,220,"Sebastian-Vero Beach South-Florida Ridge, FL",97,"149,422",216,"143,696",2013,6,2013,,,,,,,
40104,4104,"Senior Resource Association, Inc.",MB,DO,Active,Full Reporter: Operating,Vero Beach,FL,220,"Sebastian-Vero Beach South-Florida Ridge, FL",97,"149,422",216,"143,696",2013,6,2013,"5,261,634","1,065,108",4.94,," $	1,930,451 ", $	1.81 ,
40105,4105,Puerto Rico Highway and Transportation Authority,PB,PT,Active,Full Reporter: Operating,San Juan,PR,21,"San Juan, PR",867,"2,148,346",892,"2,478,905",2013,6,2013,"122,570,478","27,021,382",4.54," $	38,030,208 "," $	39,076,413 ", $	1.45 , $	1.41 
40108,4108,Research Triangle Regional Public Transportation Authority,DR,DO,Active,Full Reporter: Operating,Research Triangle Park,NC,110,"Durham, NC",182,"347,602","1,525","1,002,876",2013,6,2013,"589,480","28,326",20.81," $	38,891 "," $	1,989,364 ", $	70.23 , $	1.37 
40108,4108,Research Triangle Regional Public Transportation Authority,MB,DO,Active,Full Reporter: Operating,Research Triangle Park,NC,110,"Durham, NC",182,"347,602","1,525","1,002,876",2013,6,2013,"20,208,159","1,769,200",11.42," $	1,959,638 "," $	13,167,969 ", $	7.44 , $	1.11 
40108,4108,Research Triangle Regional Public Transportation Authority,VP,DO,Active,Full Reporter: Operating,Research Triangle Park,NC,110,"Durham, NC",182,"347,602","1,525","1,002,876",2013,6,2013,"11,078,963","338,380",32.74," $	722,752 "," $	3,116,360 ", $	9.21 , $	2.14 
40110,4110,Charleston Area Regional Transportation Authority,CB,PT,Active,Full Reporter: Operating,Charleston,SC,76,"Charleston-North Charleston, SC",293,"548,404",137,"510,286",2013,9,2013,,,,,,,
40110,4110,Charleston Area Regional Transportation Authority,DR,PT,Active,Full Reporter: Operating,Charleston,SC,76,"Charleston-North Charleston, SC",293,"548,404",137,"510,286",2013,9,2013,"792,724","73,277",10.82," $	256,470 "," $	2,916,382 ", $	39.80 , $	3.50 
40110,4110,Charleston Area Regional Transportation Authority,MB,PT,Active,Full Reporter: Operating,Charleston,SC,76,"Charleston-North Charleston, SC",293,"548,404",137,"510,286",2013,9,2013,"21,568,594","4,793,021",4.50," $	3,985,376 "," $	15,926,503 ", $	3.32 , $	0.83 
40111,4111,Morgan County Area Transportation System,DR,DO,Active,Small Systems Reporter,Decatur,AL,392,"Decatur, AL",58,"70,436",574,"111,064",2013,9,2013,0,"153,291",0.00," $	326,227 "," $	1,203,102 ", $	7.85 , $	2.13 
,4113,"Council on Aging of Martin County, Inc.",DR,DO,Inactive,,Stuart,FL,101,"Port St. Lucie, FL",208,"376,047",555,"137,956",2011,6,2011,"181,011","20,304",8.92," $	15,923 "," $	800,859 ", $	39.44 , $	0.78 
,4113,"Council on Aging of Martin County, Inc.",MB,DO,Inactive,,Stuart,FL,101,"Port St. Lucie, FL",208,"376,047",555,"137,956",2011,6,2011,"62,940","9,017",6.98," $	6,874 "," $	289,243 ", $	32.08 , $	0.76 
40114,4114,Municipality of Aguada,TB,DO,Active,Small Systems Reporter,Aguada,PR,124,"Aguadilla-Isabela-San Sebastián, PR",239,"306,196",10,"41,976",2013,6,2013,,,,,,,
40115,4115,Municipality of Caguas Mobility Office,MB,DO,Active,Small Systems Reporter,Caguas,PR,21,"San Juan, PR",867,"2,148,346",2,"50,000",2013,6,2013,0,"153,753",0.00, $	-00 ," $	289,566 ", $	1.88 , $	-00 
40120,4120,"City of Ocala, Florida",DR,PT,Active,Full Reporter: Operating,Ocala,FL,211,"Ocala, FL",112,"156,909",55,"64,655",2013,9,2013,"94,903","17,255",5.50," $	34,510 "," $	387,222 ", $	22.44 , $	2.00 
40120,4120,"City of Ocala, Florida",MB,DO,Active,Full Reporter: Operating,Ocala,FL,211,"Ocala, FL",112,"156,909",55,"64,655",2013,9,2013,,,,,,,
40120,4120,"City of Ocala, Florida",MB,PT,Active,Full Reporter: Operating,Ocala,FL,211,"Ocala, FL",112,"156,909",55,"64,655",2013,9,2013,"2,156,095","422,528",5.10," $	331,242 "," $	2,259,112 ", $	5.35 , $	0.78 
40121,4121,Municipality of Hormigueros,DR,DO,Active,Small Systems Reporter,Hormigueros,PR,284,"Mayagüez, PR",54,"109,572",29,"17,250",2013,6,2013,0,"2,115",0.00, $	-00 ," $	65,002 ", $	30.73 , $	-00 
40121,4121,Municipality of Hormigueros,MB,DO,Active,Small Systems Reporter,Hormigueros,PR,284,"Mayagüez, PR",54,"109,572",29,"17,250",2013,6,2013,0,"60,610",0.00, $	-00 ," $	126,181 ", $	2.08 , $	-00 
40121,4121,Municipality of Hormigueros,TB,DO,Active,Small Systems Reporter,Hormigueros,PR,284,"Mayagüez, PR",54,"109,572",29,"17,250",2013,6,2013,,,,,,,
40125,4125,Municipality of Carolina,DR,DO,Active,Small Systems Reporter,Carolina,PR,21,"San Juan, PR",867,"2,148,346",4,"176,762",2013,6,2013,0,"1,797",0.00,," $	166,821 ", $	92.83 ,
40125,4125,Municipality of Carolina,MB,DO,Active,Small Systems Reporter,Carolina,PR,21,"San Juan, PR",867,"2,148,346",4,"176,762",2013,6,2013,0,"854,989",0.00,," $	2,173,434 ", $	2.54 ,
40126,4126,Municipality of Humacao,DR,DO,Active,Small Systems Reporter,Humacao,PR,21,"San Juan, PR",867,"2,148,346",10,"25,000",2013,6,2013,0,"2,537",0.00, $	-00 ," $	107,656 ", $	42.43 , $	-00 
40126,4126,Municipality of Humacao,MB,DO,Active,Small Systems Reporter,Humacao,PR,21,"San Juan, PR",867,"2,148,346",10,"25,000",2013,6,2013,0,"124,849",0.00, $	-00 ," $	291,384 ", $	2.33 , $	-00 
40127,4127,Polk County Transit Services Division - Polk County Board of County Commissioners,DR,DO,Active,Full Reporter: Operating,Bartow,FL,179,"Winter Haven, FL",134,"201,289",48,"153,924",2013,9,2013,"661,587","54,594",12.12," $	53,433 "," $	2,724,795 ", $	49.91 , $	0.98 
40127,4127,Polk County Transit Services Division - Polk County Board of County Commissioners,DR,PT,Active,Full Reporter: Operating,Bartow,FL,179,"Winter Haven, FL",134,"201,289",48,"153,924",2013,9,2013,"861,610","53,141",16.21," $	34,016 "," $	2,061,239 ", $	38.79 , $	0.64 
40127,4127,Polk County Transit Services Division - Polk County Board of County Commissioners,MB,DO,Active,Full Reporter: Operating,Bartow,FL,179,"Winter Haven, FL",134,"201,289",48,"153,924",2013,9,2013,"4,949,071","524,822",9.43," $	245,977 "," $	2,850,578 ", $	5.43 , $	0.47 
40127,4127,Polk County Transit Services Division - Polk County Board of County Commissioners,MB,PT,Active,Full Reporter: Operating,Bartow,FL,179,"Winter Haven, FL",134,"201,289",48,"153,924",2013,9,2013,,,,,,,
40128,4128,Okaloosa County Board of County Commissioners,DR,PT,Active,Full Reporter: Operating,Fort Walton Beach,FL,186,"Fort Walton Beach-Navarre-Wright, FL",121,"191,917",200,"180,822",2013,9,2013,"747,334","86,404",8.65," $	422,914 "," $	1,933,048 ", $	22.37 , $	4.89 
40128,4128,Okaloosa County Board of County Commissioners,MB,PT,Active,Full Reporter: Operating,Fort Walton Beach,FL,186,"Fort Walton Beach-Navarre-Wright, FL",121,"191,917",200,"180,822",2013,9,2013,"772,330","182,584",4.23," $	124,017 "," $	1,147,002 ", $	6.28 , $	0.68 
40128,4128,Okaloosa County Board of County Commissioners,OR,PT,Active,Full Reporter: Operating,Fort Walton Beach,FL,186,"Fort Walton Beach-Navarre-Wright, FL",121,"191,917",200,"180,822",2013,9,2013,,,,,,,
40129,4129,Charlotte County Transit Division,DR,DO,Active,Full Reporter: Operating/Building,Punta Gorda,FL,199,"North Port-Port Charlotte, FL",119,"169,541",231,"169,541",2013,9,2013,,,,,,,
40129,4129,Charlotte County Transit Division,DR,PT,Active,Full Reporter: Operating/Building,Punta Gorda,FL,199,"North Port-Port Charlotte, FL",119,"169,541",231,"169,541",2013,9,2013,"1,059,046","118,046",8.97," $	245,290 "," $	2,751,668 ", $	23.31 , $	2.08 
40129,4129,Charlotte County Transit Division,DT,PT,Active,Full Reporter: Operating/Building,Punta Gorda,FL,199,"North Port-Port Charlotte, FL",119,"169,541",231,"169,541",2013,9,2013,"88,115","3,166",27.83," $	3,166 "," $	175,814 ", $	55.53 , $	1.00 
40129,4129,Charlotte County Transit Division,VP,DO,Active,Full Reporter: Operating/Building,Punta Gorda,FL,199,"North Port-Port Charlotte, FL",119,"169,541",231,"169,541",2013,9,2013,"330,307","19,807",16.68, $	-00 ," $	136,300 ", $	6.88 , $	-00 
40130,4130,Macon-Bibb County Transit Authority,DR,DO,Active,Small Systems Reporter,Macon,GA,234,"Macon, GA",98,"137,570",70,"155,547",2013,6,2013,0,"26,345",0.00," $	55,312 "," $	621,614 ", $	23.60 , $	2.10 
40130,4130,Macon-Bibb County Transit Authority,DR,PT,Active,Small Systems Reporter,Macon,GA,234,"Macon, GA",98,"137,570",70,"155,547",2013,6,2013,,,,,,,
40130,4130,Macon-Bibb County Transit Authority,MB,DO,Active,Small Systems Reporter,Macon,GA,234,"Macon, GA",98,"137,570",70,"155,547",2013,6,2013,0,"1,005,208",0.00," $	1,043,327 "," $	5,312,886 ", $	5.29 , $	1.04 
40131,4131,Davidson County Transportation,DR,DO,Active,Small Systems Reporter,Lexington,NC,202,"High Point, NC",113,"166,485",500,"170,000",2013,6,2013,0,"16,400",0.00," $	2,958 "," $	299,843 ", $	18.28 , $	0.18 
40133,4133,Guilford County Transportation,DR,PT,Active,Small Systems Reporter,Greensboro,NC,120,"Greensboro, NC",185,"311,810",52,"248,111",2013,6,2013,,,,,,,
40135,4135,Georgia Regional Transportation Authority,CB,PT,Active,Full Reporter: Operating,Atlanta,GA,9,"Atlanta, GA","2,645","4,515,419",498,"1,354,871",2013,6,2013,"44,633,868","1,773,905",25.16," $	6,932,824 "," $	20,688,120 ", $	11.66 , $	3.91 
40135,4135,Georgia Regional Transportation Authority,DR,PT,Active,Full Reporter: Operating,Atlanta,GA,9,"Atlanta, GA","2,645","4,515,419",498,"1,354,871",2013,6,2013,,,,,,,
40135,4135,Georgia Regional Transportation Authority,MB,PT,Active,Full Reporter: Operating,Atlanta,GA,9,"Atlanta, GA","2,645","4,515,419",498,"1,354,871",2013,6,2013,,,,,,,
40135,4135,Georgia Regional Transportation Authority,VP,DO,Active,Full Reporter: Operating,Atlanta,GA,9,"Atlanta, GA","2,645","4,515,419",498,"1,354,871",2013,6,2013,,,,,,,
40135,4135,Georgia Regional Transportation Authority,VP,PT,Active,Full Reporter: Operating,Atlanta,GA,9,"Atlanta, GA","2,645","4,515,419",498,"1,354,871",2013,6,2013,"1,458,959","25,681",56.81," $	3,266,465 "," $	3,324,565 ", $	129.46 , $	127.19 
40138,4138,Gwinnett County Board of Commissioners,CB,PT,Active,Full Reporter: Operating,Lawrenceville,GA,9,"Atlanta, GA","2,645","4,515,419",351,"805,321",2013,12,2013,"14,578,707","667,829",21.83," $	4,213,310 "," $	7,230,081 ", $	10.83 , $	6.31 
40138,4138,Gwinnett County Board of Commissioners,DR,PT,Active,Full Reporter: Operating,Lawrenceville,GA,9,"Atlanta, GA","2,645","4,515,419",351,"805,321",2013,12,2013,"336,114","21,938",15.32," $	78,748 "," $	1,726,130 ", $	78.68 , $	3.59 
40138,4138,Gwinnett County Board of Commissioners,MB,PT,Active,Full Reporter: Operating,Lawrenceville,GA,9,"Atlanta, GA","2,645","4,515,419",351,"805,321",2013,12,2013,"24,566,595","1,155,455",21.26," $	809,916 "," $	5,328,870 ", $	4.61 , $	0.70 
40140,4140,Collier Area Transit,DR,PT,Active,Full Reporter: Operating,Naples,FL,121,"Bonita Springs, FL",187,"310,298","1,998","323,785",2013,9,2013,"1,016,958","87,263",11.65," $	240,476 "," $	3,237,531 ", $	37.10 , $	2.76 
40140,4140,Collier Area Transit,MB,PT,Active,Full Reporter: Operating,Naples,FL,121,"Bonita Springs, FL",187,"310,298","1,998","323,785",2013,9,2013,"11,434,870","1,361,294",8.40," $	1,193,107 "," $	5,670,517 ", $	4.17 , $	0.88 
40141,4141,Central Midlands Transit,DR,PT,Active,Full Reporter: Operating,Columbia,SC,75,"Columbia, SC",380,"549,777",129,"254,000",2013,6,2013,"667,689","59,999",11.13," $	162,929 "," $	1,802,024 ", $	30.03 , $	2.72 
40141,4141,Central Midlands Transit,MB,PT,Active,Full Reporter: Operating,Columbia,SC,75,"Columbia, SC",380,"549,777",129,"254,000",2013,6,2013,"4,126,078","1,262,053",3.27," $	1,466,365 "," $	7,251,914 ", $	5.75 , $	1.16 
,4142,City of Canton Transit,MB,DO,Inactive,,,,,,,,,,2009,,,,,,,,,
,4142,City of Canton Transit,MB,PT,Inactive,,,,,,,,,,2009,,,,,,,,,
40143,4143,Town of Cary,DR,PT,Active,Small Systems Reporter,Cary,NC,50,"Raleigh, NC",518,"884,891",55,"145,693",2013,6,2013,0,"48,607",0.00," $	131,028 "," $	1,902,172 ", $	39.13 , $	2.70 
40143,4143,Town of Cary,MB,PT,Active,Small Systems Reporter,Cary,NC,50,"Raleigh, NC",518,"884,891",55,"145,693",2013,6,2013,0,"279,286",0.00," $	152,722 "," $	1,620,238 ", $	5.80 , $	0.55 
40144,4144,Hall Area Transit,DR,DO,Active,Full Reporter: Operating,Gainesville,GA,245,"Gainesville, GA",126,"130,846",38,"31,782",2013,6,2013,"188,752","25,345",7.45," $	25,801 "," $	613,958 ", $	24.22 , $	1.02 
40144,4144,Hall Area Transit,MB,DO,Active,Full Reporter: Operating,Gainesville,GA,245,"Gainesville, GA",126,"130,846",38,"31,782",2013,6,2013,"984,924","155,760",6.32," $	107,152 "," $	772,929 ", $	4.96 , $	0.69 
40146,4146,Hernando County Board of County Commissioners,DR,PT,Active,Small Systems Reporter,Brooksville,FL,221,"Spring Hill, FL",115,"148,220",63,"86,848",2013,9,2013,0,"16,092",0.00," $	34,197 "," $	543,303 ", $	33.76 , $	2.13 
40146,4146,Hernando County Board of County Commissioners,MB,PT,Active,Small Systems Reporter,Brooksville,FL,221,"Spring Hill, FL",115,"148,220",63,"86,848",2013,9,2013,0,"82,770",0.00," $	59,337 "," $	810,769 ", $	9.80 , $	0.72 
40147,4147,North Carolina State University Transportation Department,MB,PT,Active,Full Reporter: Operating,Raleigh,NC,50,"Raleigh, NC",518,"884,891",9,"40,000",2013,6,2013,0,"2,884,464",0.00," $	4,135,219 "," $	5,331,594 ", $	1.85 , $	1.43 
40148,4148,"Tri-County Community Council, Inc.",DR,DO,Active,Full Reporter: Operating,Bonifay,FL,229,"Panama City, FL",92,"143,280",758,"169,856",2013,9,2013,"621,850","207,101",3.00," $	54,250 "," $	1,577,632 ", $	7.62 , $	0.26 
40148,4148,"Tri-County Community Council, Inc.",DR,PT,Active,Full Reporter: Operating,Bonifay,FL,229,"Panama City, FL",92,"143,280",758,"169,856",2013,9,2013,,,,,,,
40152,4152,"Miami Lakes - vRide, Inc.",VP,DO,Active,Full Reporter: Operating,Miami Lakes,FL,4,"Miami, FL","1,239","5,502,379","1,116","4,919,036",2013,12,2013,"15,960,462","554,081",28.81," $	1,497,497 "," $	2,331,395 ", $	4.21 , $	2.70 
40153,4153,"vRide, Inc. - Atlanta",VP,DO,Active,Full Reporter: Operating,Atlanta,GA,9,"Atlanta, GA","2,645","4,515,419",424,"174,680",2013,12,2013,"22,780,212","735,610",30.97," $	3,739,904 "," $	3,061,175 ", $	4.16 , $	5.08 
40153,4153,"vRide, Inc. - Atlanta",VP,PT,Active,Full Reporter: Operating,Atlanta,GA,9,"Atlanta, GA","2,645","4,515,419",424,"174,680",2013,12,2013,,,,,,,
40155,4155,"St Johns County, Florida,  Board of County Commissioners",DR,PT,Active,Small Systems Reporter,St. Augustine,FL,399,"St. Augustine, FL",43,"69,173",600,"195,823",2013,9,2013,0,"22,588",0.00," $	149,528 "," $	811,114 ", $	35.91 , $	6.62 
40155,4155,"St Johns County, Florida,  Board of County Commissioners",MB,PT,Active,Small Systems Reporter,St. Augustine,FL,399,"St. Augustine, FL",43,"69,173",600,"195,823",2013,9,2013,0,"254,163",0.00," $	100,327 "," $	1,026,566 ", $	4.04 , $	0.39 
,4157,Clayton County Board of Commissioners,DR,DO,Inactive,,Jonesboro,GA,11,"Atlanta, GA","1,963","3,499,840",68,"263,900",2010,6,2010,"167,543","17,465",9.59," $	207,369 "," $	813,593 ", $	46.58 , $	11.87 
,4157,Clayton County Board of Commissioners,DR,PT,Inactive,,Jonesboro,GA,11,"Atlanta, GA","1,963","3,499,840",68,"263,900",2010,6,2010,,,,,,,
,4157,Clayton County Board of Commissioners,MB,DO,Inactive,,Jonesboro,GA,11,"Atlanta, GA","1,963","3,499,840",68,"263,900",2010,6,2010,"12,016,954","1,509,312",7.96," $	1,335,102 "," $	5,102,857 ", $	3.38 , $	0.88 
,4157,Clayton County Board of Commissioners,MB,PT,Inactive,,Jonesboro,GA,11,"Atlanta, GA","1,963","3,499,840",68,"263,900",2010,6,2010,,,,,,,
40158,4158,Lake County Board of County Commissioners,DR,PT,Active,Full Reporter: Operating,Tavares,FL,244,"Leesburg-Eustis-Tavares, FL",94,"131,337",71,"97,497",2013,9,2013,"2,450,342","153,540",15.96," $	106,317 "," $	3,812,475 ", $	24.83 , $	0.69 
40158,4158,Lake County Board of County Commissioners,MB,PT,Active,Full Reporter: Operating,Tavares,FL,244,"Leesburg-Eustis-Tavares, FL",94,"131,337",71,"97,497",2013,9,2013,"2,095,697","312,591",6.70," $	152,511 "," $	2,188,413 ", $	7.00 , $	0.49 
40159,4159,Regional Transportation Authority,CB,PT,Active,Full Reporter: Operating,Nashville,TN,44,"Nashville-Davidson, TN",563,"969,587","4,750","1,583,115",2013,6,2013,"4,826,571","163,733",29.48," $	456,578 "," $	1,400,342 ", $	8.55 , $	2.79 
