NTDID,Agency,Mode,TOS,Active,Small Systems Waiver,HQ City,HQ State,UZA,UZA Name,UZA Area SQ Miles,UZA Population,Service Area SQ Miles,Service Area Population,Most Recent Report Year,FY End Month,FY End Year,Passenger Miles FY,Unlinked Passenger Trips FY,Average Trip Length FY,Fares FY,Operating Expenses FY,Average Cost per Trip FY,Average Fares per Trip FY
5096,City of Waukesha Transit Commission,DR,PT,Active,N,Waukesha,WI,35,"Milwaukee, WI",546,"1,376,476",43,"141,642",2013,12,2013,"31,768","5,856",5.42," $	41,510 "," $	219,185 ", $	37.43 , $	7.09 
5096,City of Waukesha Transit Commission,MB,DO,Active,N,Waukesha,WI,35,"Milwaukee, WI",546,"1,376,476",43,"141,642",2013,12,2013,"3,813,107","1,017,518",3.75," $	991,233 "," $	5,906,688 ", $	5.81 , $	0.97 
5096,City of Waukesha Transit Commission,MB,PT,Active,N,Waukesha,WI,35,"Milwaukee, WI",546,"1,376,476",43,"141,642",2013,12,2013,,,,,,,
5097,Campus Bus Service,MB,DO,Inactive,N,,,,,,,,,2005,,,,,,,,,
5097,Campus Bus Service,MB,PT,Inactive,N,,,,,,,,,2005,,,,,,,,,
5098,Michigan City Transit,MB,DO,Active,Y,Michigan City,IN,418,"Michigan City-La Porte, IN-MI",39,"66,025",20,"31,479",2013,12,2013,0,"137,324",0.00," $	87,565 "," $	1,060,394 ", $	7.72 , $	0.64 
5098,Michigan City Transit,OR,DO,Active,Y,Michigan City,IN,418,"Michigan City-La Porte, IN-MI",39,"66,025",20,"31,479",2013,12,2013,,,,,,,
5099,Eau Claire Transit,DR,PT,Active,N,Eau Claire,WI,297,"Eau Claire, WI",69,"102,852",28,"73,000",2013,12,2013,"556,195","71,307",7.80," $	217,056 "," $	1,517,378 ", $	21.28 , $	3.04 
5099,Eau Claire Transit,MB,DO,Active,N,Eau Claire,WI,297,"Eau Claire, WI",69,"102,852",28,"73,000",2013,12,2013,"2,882,349","1,000,816",2.88," $	709,843 "," $	3,760,784 ", $	3.76 , $	0.71 
5099,Eau Claire Transit,MB,PT,Active,N,Eau Claire,WI,297,"Eau Claire, WI",69,"102,852",28,"73,000",2013,12,2013,,,,,,,
5102,Hammond Transit System,DR,PT,Inactive,N,Hammond,IN,3,"Chicago, IL-IN","2,123","8,307,904",25,"83,048",2009,12,2009,"29,676","8,498",3.49," $	21,245 "," $	188,982 ", $	22.24 , $	2.50 
5102,Hammond Transit System,MB,PT,Inactive,N,Hammond,IN,3,"Chicago, IL-IN","2,123","8,307,904",25,"83,048",2009,12,2009,"796,572","188,884",4.22," $	114,952 "," $	2,044,722 ", $	10.83 , $	0.61 
5103,North Township of Lake County Dial-A-Ride,DR,DO,Active,N,Hammond,IN,3,"Chicago, IL-IN","2,443","8,608,208",51,"162,855",2013,12,2013,"124,693","21,291",5.86,," $	441,376 ", $	20.73 ,
5103,North Township of Lake County Dial-A-Ride,DR,PT,Active,N,Hammond,IN,3,"Chicago, IL-IN","2,443","8,608,208",51,"162,855",2013,12,2013,,,,,,,
5103,North Township of Lake County Dial-A-Ride,DT,PT,Active,N,Hammond,IN,3,"Chicago, IL-IN","2,443","8,608,208",51,"162,855",2013,12,2013,"55,438","11,702",4.74, $	-00 ," $	274,344 ", $	23.44 , $	-00 
5104,Northern Indiana Commuter Transportation District,CR,DO,Active,N,Chesterton,IN,3,"Chicago, IL-IN","2,443","8,608,208","1,970","958,644",2013,12,2013,"104,240,161","3,606,926",28.90," $	19,341,085 "," $	39,502,921 ", $	10.95 , $	5.36 
5108,Janesville Transit System,DR,PT,Active,Y,Janesville,WI,396,"Janesville, WI",31,"69,658",28,"63,600",2013,12,2013,0,"4,630",0.00," $	14,112 "," $	46,240 ", $	9.99 , $	3.05 
5108,Janesville Transit System,MB,DO,Active,Y,Janesville,WI,396,"Janesville, WI",31,"69,658",28,"63,600",2013,12,2013,0,"506,016",0.00," $	595,367 "," $	3,312,561 ", $	6.55 , $	1.18 
5109,City of Beloit Transit System,DR,PT,Active,Y,Beloit,WI,432,"Beloit, WI-IL",34,"63,835",16,"35,871",2013,12,2013,0,"2,971",0.00," $	13,369 "," $	22,914 ", $	7.71 , $	4.50 
5109,City of Beloit Transit System,MB,DO,Active,Y,Beloit,WI,432,"Beloit, WI-IL",34,"63,835",16,"35,871",2013,12,2013,0,"251,880",0.00," $	204,153 "," $	1,872,263 ", $	7.43 , $	0.81 
5110,Bloomington Public Transportation Corporation,DR,DO,Active,N,Bloomington,IN,286,"Bloomington, IN",45,"108,657",21,"80,405",2013,12,2013,"110,083","30,174",3.65," $	53,284 "," $	623,317 ", $	20.66 , $	1.77 
5110,Bloomington Public Transportation Corporation,DR,PT,Active,N,Bloomington,IN,286,"Bloomington, IN",45,"108,657",21,"80,405",2013,12,2013,,,,,,,
5110,Bloomington Public Transportation Corporation,MB,DO,Active,N,Bloomington,IN,286,"Bloomington, IN",45,"108,657",21,"80,405",2013,12,2013,"7,118,666","3,454,889",2.06," $	1,545,187 "," $	6,335,125 ", $	1.83 , $	0.45 
5113,Pace - Suburban Bus Division,DR,DO,Active,N,Arlington Heights,IL,3,"Chicago, IL-IN","2,443","8,608,208","3,519","5,630,238",2013,12,2013,"189,686","31,720",5.98," $	57,530 "," $	516,386 ", $	16.28 , $	1.81 
5113,Pace - Suburban Bus Division,DR,PT,Active,N,Arlington Heights,IL,3,"Chicago, IL-IN","2,443","8,608,208","3,519","5,630,238",2013,12,2013,"6,429,242","1,112,586",5.78," $	1,395,037 "," $	21,993,639 ", $	19.77 , $	1.25 
5113,Pace - Suburban Bus Division,DT,PT,Active,N,Arlington Heights,IL,3,"Chicago, IL-IN","2,443","8,608,208","3,519","5,630,238",2013,12,2013,"565,493","96,635",5.85," $	388,804 "," $	2,437,632 ", $	25.23 , $	4.02 
5113,Pace - Suburban Bus Division,MB,DO,Active,N,Arlington Heights,IL,3,"Chicago, IL-IN","2,443","8,608,208","3,519","5,630,238",2013,12,2013,"195,304,968","30,712,311",6.36," $	27,872,792 "," $	152,295,673 ", $	4.96 , $	0.91 
5113,Pace - Suburban Bus Division,MB,PT,Active,N,Arlington Heights,IL,3,"Chicago, IL-IN","2,443","8,608,208","3,519","5,630,238",2013,12,2013,"10,253,693","1,973,382",5.20," $	2,417,287 "," $	13,278,973 ", $	6.73 , $	1.22 
5113,Pace - Suburban Bus Division,VP,DO,Active,N,Arlington Heights,IL,3,"Chicago, IL-IN","2,443","8,608,208","3,519","5,630,238",2013,12,2013,"44,945,534","1,999,777",22.48," $	4,158,845 "," $	7,667,230 ", $	3.83 , $	2.08 
5117,Laketran,CB,DO,Active,N,Grand River,OH,25,"Cleveland, OH",772,"1,780,673",227,"229,885",2013,12,2013,"4,392,181","172,040",25.53," $	626,001 "," $	1,926,470 ", $	11.20 , $	3.64 
5117,Laketran,DR,DO,Active,N,Grand River,OH,25,"Cleveland, OH",772,"1,780,673",227,"229,885",2013,12,2013,"1,883,236","188,116",10.01," $	446,646 "," $	6,987,726 ", $	37.15 , $	2.37 
5117,Laketran,DR,PT,Active,N,Grand River,OH,25,"Cleveland, OH",772,"1,780,673",227,"229,885",2013,12,2013,"388,885","36,125",10.76," $	3,000 "," $	511,525 ", $	14.16 , $	0.08 
5117,Laketran,MB,DO,Active,N,Grand River,OH,25,"Cleveland, OH",772,"1,780,673",227,"229,885",2013,12,2013,"1,583,447","329,885",4.80," $	276,973 "," $	2,579,780 ", $	7.82 , $	0.84 
5118,Northeast Illinois Regional Commuter Railroad Corporation dba: Metra Rail,CR,DO,Active,N,Chicago,IL,3,"Chicago, IL-IN","2,443","8,608,208","3,721","7,261,176",2013,12,2013,"1,665,749,719","73,603,166",22.63," $	309,448,078 "," $	664,075,548 ", $	9.02 , $	4.20 
5119,City of Detroit Department of Transportation,DR,PT,Active,N,Detroit,MI,11,"Detroit, MI","1,337","3,734,090",144,"713,777",2013,6,2013,"44,270","7,422",5.96," $	16,945 "," $	160,745 ", $	21.66 , $	2.28 
5119,City of Detroit Department of Transportation,DT,PT,Active,N,Detroit,MI,11,"Detroit, MI","1,337","3,734,090",144,"713,777",2013,6,2013,"2,079,819","274,921",7.57," $	606,684 "," $	5,082,564 ", $	18.49 , $	2.21 
5119,City of Detroit Department of Transportation,LR,DO,Active,N,Detroit,MI,11,"Detroit, MI","1,337","3,734,090",144,"713,777",2013,6,2013,,,,,,,
5119,City of Detroit Department of Transportation,MB,DO,Active,N,Detroit,MI,11,"Detroit, MI","1,337","3,734,090",144,"713,777",2013,6,2013,"140,590,138","30,898,942",4.55," $	21,341,905 "," $	113,804,117 ", $	3.68 , $	0.69 
5131,"Opportunity Enterprises, Inc.",DR,DO,Active,N,Valparaiso,IN,3,"Chicago, IL-IN","2,443","8,608,208",590,"160,105",2013,6,2013,"1,014,134","65,428",15.50," $	29,166 "," $	643,557 ", $	9.84 , $	0.45 
5132,Twin Cities Area Transportation Authority,DR,DO,Active,Y,Benton Harbor,MI,443,"Benton Harbor-St. Joseph-Fair Plain, MI",47,"61,022",14,"27,000",2013,9,2013,0,"152,445",0.00," $	293,632 "," $	1,841,253 ", $	12.08 , $	1.93 
5132,Twin Cities Area Transportation Authority,MB,DO,Active,Y,Benton Harbor,MI,443,"Benton Harbor-St. Joseph-Fair Plain, MI",47,"61,022",14,"27,000",2013,9,2013,0,"66,722",0.00," $	30,554 "," $	357,133 ", $	5.35 , $	0.46 
5133,Chippewa Falls General Public Shared-Ride Taxi System,DR,PT,Active,Y,Chippewa Falls,WI,297,"Eau Claire, WI",69,"102,852",11,"13,704",2013,12,2013,0,"67,815",0.00," $	175,079 "," $	474,941 ", $	7.00 , $	2.58 
5138,City of Newark Transit Operations,DR,PT,Inactive,Y,Newark,OH,369,"Newark, OH",42,"76,068",32,"57,883",2012,12,2012,0,"45,983",0.00," $	104,422 "," $	760,850 ", $	16.55 , $	2.27 
5138,City of Newark Transit Operations,MB,PT,Inactive,Y,Newark,OH,369,"Newark, OH",42,"76,068",32,"57,883",2012,12,2012,,,,,,,
5141,Detroit Transportation Corporation,AG,DO,Active,N,Detroit,MI,11,"Detroit, MI","1,337","3,734,090",3,"92,477",2013,6,2013,,,,,,,
5141,Detroit Transportation Corporation,MG,DO,Active,N,Detroit,MI,11,"Detroit, MI","1,337","3,734,090",3,"92,477",2013,6,2013,"3,654,181","2,331,655",1.57," $	1,556,301 "," $	11,729,550 ", $	5.03 , $	0.67 
5143,Brunswick Transit Alternative,MB,DO,Active,N,Brunswick,OH,25,"Cleveland, OH",772,"1,780,673",37,"46,638",2013,12,2013,"186,988","34,951",5.35," $	10,032 "," $	288,246 ", $	8.25 , $	0.29 
5143,Brunswick Transit Alternative,MB,PT,Active,N,Brunswick,OH,25,"Cleveland, OH",772,"1,780,673",37,"46,638",2013,12,2013,,,,,,,
5145,City of Kokomo,DR,DO,Active,N,Kokomo,IN,437,"Kokomo, IN",36,"62,182",80,"69,682",2013,12,2013,"302,684","72,296",4.19," $	4,186 "," $	894,660 ", $	12.38 , $	0.06 
5145,City of Kokomo,DR,PT,Active,N,Kokomo,IN,437,"Kokomo, IN",36,"62,182",80,"69,682",2013,12,2013,,,,,,,
5145,City of Kokomo,DT,PT,Active,N,Kokomo,IN,437,"Kokomo, IN",36,"62,182",80,"69,682",2013,12,2013,"408,644","85,040",4.81," $	316,465 "," $	885,412 ", $	10.41 , $	3.72 
5145,City of Kokomo,MB,DO,Active,N,Kokomo,IN,437,"Kokomo, IN",36,"62,182",80,"69,682",2013,12,2013,"1,130,382","297,469",3.80,," $	742,054 ", $	2.49 ,
5146,Madison County Transit District,DR,PT,Active,N,Granite City,IL,20,"St. Louis, MO-IL",924,"2,150,706",189,"232,298",2013,6,2013,"739,423","66,186",11.17," $	166,518 "," $	3,148,436 ", $	47.57 , $	2.52 
5146,Madison County Transit District,MB,PT,Active,N,Granite City,IL,20,"St. Louis, MO-IL",924,"2,150,706",189,"232,298",2013,6,2013,"16,980,980","2,532,600",6.70," $	2,194,373 "," $	17,126,906 ", $	6.76 , $	0.87 
5146,Madison County Transit District,VP,DO,Active,N,Granite City,IL,20,"St. Louis, MO-IL",924,"2,150,706",189,"232,298",2013,6,2013,"10,543,751","249,876",42.20," $	414,859 "," $	1,727,343 ", $	6.91 , $	1.66 
5146,Madison County Transit District,VP,PT,Active,N,Granite City,IL,20,"St. Louis, MO-IL",924,"2,150,706",189,"232,298",2013,6,2013,,,,,,,
5147,City of Holland Macatawa Area Express,DR,DO,Inactive,N,,,,,,,,,2009,,,,,,,,,
5147,City of Holland Macatawa Area Express,DR,PT,Inactive,N,,,,,,,,,2009,,,,,,,,,
5147,City of Holland Macatawa Area Express,MB,DO,Inactive,N,,,,,,,,,2009,,,,,,,,,
5147,City of Holland Macatawa Area Express,MB,PT,Inactive,N,,,,,,,,,2009,,,,,,,,,
5148,Blue Water Area Transportation Commission,CB,DO,Active,N,Port Huron,MI,336,"Port Huron, MI",60,"87,106",700,"163,040",2013,9,2013,"648,277","26,193",24.75," $	11,731 "," $	257,845 ", $	9.84 , $	0.45 
5148,Blue Water Area Transportation Commission,DR,DO,Active,N,Port Huron,MI,336,"Port Huron, MI",60,"87,106",700,"163,040",2013,9,2013,"3,384,874","333,814",10.14," $	1,532,297 "," $	4,913,739 ", $	14.72 , $	4.59 
5148,Blue Water Area Transportation Commission,DR,PT,Active,N,Port Huron,MI,336,"Port Huron, MI",60,"87,106",700,"163,040",2013,9,2013,"2,673,143","243,013",11.00," $	1,515,786 "," $	2,743,282 ", $	11.29 , $	6.24 
5148,Blue Water Area Transportation Commission,MB,DO,Active,N,Port Huron,MI,336,"Port Huron, MI",60,"87,106",700,"163,040",2013,9,2013,"3,434,252","913,295",3.76," $	115,936 "," $	2,394,402 ", $	2.62 , $	0.13 
5149,Michiana Area Council of Governments,DR,PT,Active,N,South Bend,IN,227,"Elkhart, IN-MI",92,"143,592",90,"142,692",2013,12,2013,"19,241","3,328",5.78," $	6,003 "," $	208,471 ", $	62.64 , $	1.80 
5149,Michiana Area Council of Governments,DT,PT,Active,N,South Bend,IN,227,"Elkhart, IN-MI",92,"143,592",90,"142,692",2013,12,2013,"119,467","36,421",3.28," $	114,126 "," $	547,769 ", $	15.04 , $	3.13 
5149,Michiana Area Council of Governments,MB,PT,Active,N,South Bend,IN,227,"Elkhart, IN-MI",92,"143,592",90,"142,692",2013,12,2013,"2,818,172","448,014",6.29," $	286,884 "," $	1,828,286 ", $	4.08 , $	0.64 
5154,Metropolitan Council,CB,PT,Active,N,St. Paul,MN,16,"Minneapolis-St. Paul, MN-WI","1,022","2,650,890","2,975","2,849,567",2013,12,2013,,,,,,,
5154,Metropolitan Council,DR,PT,Active,N,St. Paul,MN,16,"Minneapolis-St. Paul, MN-WI","1,022","2,650,890","2,975","2,849,567",2013,12,2013,"4,010,385","484,346",8.28," $	1,133,062 "," $	10,658,707 ", $	22.01 , $	2.34 
5154,Metropolitan Council,MB,PT,Active,N,St. Paul,MN,16,"Minneapolis-St. Paul, MN-WI","1,022","2,650,890","2,975","2,849,567",2013,12,2013,"86,333,902","11,300,249",7.64," $	10,435,192 "," $	53,946,315 ", $	4.77 , $	0.92 
5154,Metropolitan Council,VP,PT,Active,N,St. Paul,MN,16,"Minneapolis-St. Paul, MN-WI","1,022","2,650,890","2,975","2,849,567",2013,12,2013,"6,555,730","186,433",35.16," $	741,672 "," $	1,128,619 ", $	6.05 , $	3.98 
5155,Metro Mobility,DR,PT,Active,N,St. Paul,MN,16,"Minneapolis-St. Paul, MN-WI","1,022","2,650,890","1,111","2,314,701",2013,12,2013,"17,918,147","1,747,911",10.25," $	6,335,538 "," $	47,268,394 ", $	27.04 , $	3.62 
5157,Butler County Regional Transit Authority,CB,DO,Active,N,Hamilton,OH,30,"Cincinnati, OH-KY-IN",788,"1,624,827",53,"332,807",2013,12,2013,"973,686","50,779",19.17," $	21,889 "," $	530,184 ", $	10.44 , $	0.43 
5157,Butler County Regional Transit Authority,DR,DO,Active,N,Hamilton,OH,30,"Cincinnati, OH-KY-IN",788,"1,624,827",53,"332,807",2013,12,2013,"494,784","45,667",10.83," $	564,204 "," $	2,073,945 ", $	45.41 , $	12.35 
5157,Butler County Regional Transit Authority,MB,DO,Active,N,Hamilton,OH,30,"Cincinnati, OH-KY-IN",788,"1,624,827",53,"332,807",2013,12,2013,"1,260,278","225,493",5.59," $	4,489 "," $	698,113 ", $	3.10 , $	0.02 
5158,University of Michigan Parking and Transportation Services,MB,DO,Active,N,Ann Arbor,MI,125,"Ann Arbor, MI",160,"306,022",5,"64,000",2013,6,2013,"20,293,476","7,263,234",2.79," $	1,975,777 "," $	6,995,443 ", $	0.96 , $	0.27 
5159,River Valley Metro Mass Transit District,CB,PT,Active,N,Bourbonnais,IL,350,"Kankakee, IL",37,"81,926",27,"66,386",2013,6,2013,,,,,,,
5159,River Valley Metro Mass Transit District,DR,PT,Active,N,Bourbonnais,IL,350,"Kankakee, IL",37,"81,926",27,"66,386",2013,6,2013,"72,280","15,657",4.62," $	14,788 "," $	533,146 ", $	34.05 , $	0.94 
5159,River Valley Metro Mass Transit District,MB,PT,Active,N,Bourbonnais,IL,350,"Kankakee, IL",37,"81,926",27,"66,386",2013,6,2013,"7,217,700","934,006",7.73," $	394,372 "," $	4,885,182 ", $	5.23 , $	0.42 
5160,Washington County Transit,CB,PT,Active,N,West Bend,WI,35,"Milwaukee, WI",546,"1,376,476",435,"132,206",2013,12,2013,"3,567,704","116,067",30.74," $	386,423 "," $	1,085,138 ", $	9.35 , $	3.33 
5160,Washington County Transit,DR,PT,Active,N,West Bend,WI,35,"Milwaukee, WI",546,"1,376,476",435,"132,206",2013,12,2013,"993,991","94,457",10.52," $	380,302 "," $	2,180,913 ", $	23.09 , $	4.03 
5160,Washington County Transit,MB,PT,Active,N,West Bend,WI,35,"Milwaukee, WI",546,"1,376,476",435,"132,206",2013,12,2013,,,,,,,
5161,Ozaukee County Transit Services,CB,DO,Active,N,Port Washington,WI,35,"Milwaukee, WI",546,"1,376,476",235,"86,389",2013,12,2013,"2,273,447","116,587",19.50," $	274,443 "," $	1,177,651 ", $	10.10 , $	2.35 
5161,Ozaukee County Transit Services,DR,PT,Active,N,Port Washington,WI,35,"Milwaukee, WI",546,"1,376,476",235,"86,389",2013,12,2013,"667,782","96,333",6.93," $	438,678 "," $	1,685,532 ", $	17.50 , $	4.55 
5161,Ozaukee County Transit Services,MB,DO,Active,N,Port Washington,WI,35,"Milwaukee, WI",546,"1,376,476",235,"86,389",2013,12,2013,,,,,,,
5161,Ozaukee County Transit Services,MB,PT,Active,N,Port Washington,WI,35,"Milwaukee, WI",546,"1,376,476",235,"86,389",2013,12,2013,,,,,,,
5163,Licking County Transit Board,DR,PT,Active,N,Newark,OH,369,"Newark, OH",42,"76,068",656,"108,609",2013,12,2013,"1,669,079","179,892",9.28," $	1,818,580 "," $	4,326,034 ", $	24.05 , $	10.11 
5164,Sandusky Transit System,DR,PT,Inactive,Y,Sandusky,OH,0,Non-UZA,,0,28,"45,144",2011,12,2011,0,"145,369",0.00," $	135,462 "," $	1,440,243 ", $	9.91 , $	0.93 
5165,Greene County Transit Board,DR,PT,Active,N,Xenia,OH,59,"Dayton, OH",351,"724,091",425,"147,886",2013,12,2013,"1,823,102","178,003",10.24," $	1,926,851 "," $	3,071,228 ", $	17.25 , $	10.82 
5166,Clermont Transportation Connection,DR,DO,Active,N,Batavia,OH,30,"Cincinnati, OH-KY-IN",788,"1,624,827",452,"178,000",2013,12,2013,"330,575","32,136",10.29," $	55,323 "," $	1,195,319 ", $	37.20 , $	1.72 
5166,Clermont Transportation Connection,DR,PT,Active,N,Batavia,OH,30,"Cincinnati, OH-KY-IN",788,"1,624,827",452,"178,000",2013,12,2013,"662,204","56,909",11.64,," $	1,087,331 ", $	19.11 ,
5166,Clermont Transportation Connection,MB,DO,Active,N,Batavia,OH,30,"Cincinnati, OH-KY-IN",788,"1,624,827",452,"178,000",2013,12,2013,"1,014,923","72,823",13.94," $	222,021 "," $	604,823 ", $	8.31 , $	3.05 
5167,"South Lake County Community Services, Inc.",DR,DO,Active,N,Crown Point,IN,3,"Chicago, IL-IN","2,443","8,608,208",550,"180,000",2013,12,2013,"815,499","47,931",17.01," $	72,288 "," $	867,325 ", $	18.10 , $	1.51 
5168,Clinton Area Transit System,DR,DO,Inactive,N,St. Johns,MI,105,"Lansing, MI",137,"300,032",576,"74,753",2009,9,2009,"493,371","61,441",8.03," $	153,796 "," $	1,259,374 ", $	20.50 , $	2.50 
5168,Clinton Area Transit System,MB,DO,Inactive,N,St. Johns,MI,105,"Lansing, MI",137,"300,032",576,"74,753",2009,9,2009,,,,,,,
5169,Miami County Public Transit,DR,PT,Active,N,Troy,OH,59,"Dayton, OH",351,"724,091",410,"101,256",2013,12,2013,"323,656","40,012",8.09," $	253,869 "," $	992,240 ", $	24.80 , $	6.34 
5171,Fond du Lac Area Transit,DR,DO,Active,Y,Fond du Lac,WI,468,"Fond du Lac, WI",29,"54,901",19,"49,167",2013,12,2013,,,,,,,
5171,Fond du Lac Area Transit,DR,PT,Active,Y,Fond du Lac,WI,468,"Fond du Lac, WI",29,"54,901",19,"49,167",2013,12,2013,0,"37,844",0.00," $	342,194 "," $	560,751 ", $	14.82 , $	9.04 
5171,Fond du Lac Area Transit,DT,PT,Active,Y,Fond du Lac,WI,468,"Fond du Lac, WI",29,"54,901",19,"49,167",2013,12,2013,0,"11,217",0.00," $	39,116 "," $	101,955 ", $	9.09 , $	3.49 
5171,Fond du Lac Area Transit,MB,DO,Active,Y,Fond du Lac,WI,468,"Fond du Lac, WI",29,"54,901",19,"49,167",2013,12,2013,0,"153,885",0.00," $	125,538 "," $	985,562 ", $	6.40 , $	0.82 
5171,Fond du Lac Area Transit,MB,PT,Active,Y,Fond du Lac,WI,468,"Fond du Lac, WI",29,"54,901",19,"49,167",2013,12,2013,0,"9,925",0.00," $	7,250 "," $	50,977 ", $	5.14 , $	0.73 
5174,City of Danville/Danville Mass Transit,DR,DO,Active,Y,Danville,IL,492,"Danville, IL-IN",30,"50,996",30,"50,996",2013,6,2013,,,,,,,
5174,City of Danville/Danville Mass Transit,DR,PT,Active,Y,Danville,IL,492,"Danville, IL-IN",30,"50,996",30,"50,996",2013,6,2013,0,"13,481",0.00," $	29,740 "," $	161,711 ", $	12.00 , $	2.21 
5174,City of Danville/Danville Mass Transit,MB,DO,Active,Y,Danville,IL,492,"Danville, IL-IN",30,"50,996",30,"50,996",2013,6,2013,0,"625,351",0.00," $	322,868 "," $	2,400,894 ", $	3.84 , $	0.52 
5174,City of Danville/Danville Mass Transit,MB,PT,Active,Y,Danville,IL,492,"Danville, IL-IN",30,"50,996",30,"50,996",2013,6,2013,,,,,,,
5175,Niles Trumbull Transit,DR,PT,Inactive,Y,Niles,OH,97,"Youngstown, OH-PA",241,"387,550",625,"210,312",2011,12,2011,0,"59,248",0.00," $	83,000 "," $	1,096,348 ", $	18.50 , $	1.40 
5176,City of DeKalb,DR,PT,Active,N,DeKalb,IL,404,"DeKalb, IL",26,"68,545",26,"68,545",2013,6,2013,,,," $	52,183 "," $	3,630,476 ",,
5179,"Porter County Aging and Community Services, Inc.",DR,DO,Active,N,Valparaiso,IN,3,"Chicago, IL-IN","2,443","8,608,208",522,"164,343",2013,6,2013,"186,431","23,315",8.00," $	12,355 "," $	748,275 ", $	32.09 , $	0.53 
5180,Livingston Essential Transportation Service,DR,DO,Active,Y,Howell,MI,262,"South Lyon-Howell, MI",103,"119,509",568,"180,967",2013,12,2013,0,"142,035",0.00," $	324,654 "," $	2,438,494 ", $	17.17 , $	2.29 
5181,City of Grand Haven Harbor Transit,DR,DO,Inactive,Y,Grand Haven,MI,207,"Muskegon, MI",112,"161,280",11,"16,722",2011,6,2011,0,"146,572",0.00," $	116,475 "," $	1,494,596 ", $	10.20 , $	0.79 
5182,"Pace-Suburban Bus Division, ADA Paratransit Services",DR,PT,Active,N,Arlington Heights,IL,3,"Chicago, IL-IN","2,443","8,608,208","1,301","6,133,307",2013,12,2013,"34,550,541","3,866,479",8.94," $	9,653,545 "," $	145,155,712 ", $	37.54 , $	2.50 
5182,"Pace-Suburban Bus Division, ADA Paratransit Services",DT,PT,Active,N,Arlington Heights,IL,3,"Chicago, IL-IN","2,443","8,608,208","1,301","6,133,307",2013,12,2013,"222,391","29,727",7.48," $	76,843 "," $	814,412 ", $	27.40 , $	2.59 
5183,City of Valparaiso,CB,PT,Active,N,Valparaiso,IN,3,"Chicago, IL-IN","2,443","8,608,208",16,"31,730",2013,12,2013,"2,976,078","55,037",54.07," $	396,029 "," $	791,077 ", $	14.37 , $	7.20 
5183,City of Valparaiso,MB,PT,Active,N,Valparaiso,IN,3,"Chicago, IL-IN","2,443","8,608,208",16,"31,730",2013,12,2013,"437,166","124,195",3.52," $	179,484 "," $	674,802 ", $	5.43 , $	1.45 
5184,Macatawa Area Express Transportation Authority,DR,DO,Active,N,Holland,MI,299,"Holland, MI",59,"99,941",42,"71,572",2013,9,2013,"524,401","100,095",5.24," $	195,589 "," $	1,748,688 ", $	17.47 , $	1.95 
5184,Macatawa Area Express Transportation Authority,DR,PT,Active,N,Holland,MI,299,"Holland, MI",59,"99,941",42,"71,572",2013,9,2013,,,,,,,
5184,Macatawa Area Express Transportation Authority,MB,DO,Active,N,Holland,MI,299,"Holland, MI",59,"99,941",42,"71,572",2013,9,2013,"1,442,001","370,686",3.89," $	122,992 "," $	1,908,890 ", $	5.15 , $	0.33 
5184,Macatawa Area Express Transportation Authority,MB,PT,Active,N,Holland,MI,299,"Holland, MI",59,"99,941",42,"71,572",2013,9,2013,,,,,,,
5186,Lawrence County Port Authority,DR,DO,Active,Y,Ironton,OH,178,"Huntington, WV-KY-OH",130,"202,637",67,"113,532",2013,12,2013,,,,,,,
5186,Lawrence County Port Authority,DR,PT,Active,Y,Ironton,OH,178,"Huntington, WV-KY-OH",130,"202,637",67,"113,532",2013,12,2013,0,"7,041",0.00," $	6,854 "," $	277,887 ", $	39.47 , $	0.97 
5189,Michigan Department of Transportation,VP,PT,Inactive,N,Lansing,MI,11,"Detroit, MI","1,337","3,734,090","97,990","10,003,422",2011,9,2011,"34,282,537","1,026,804",33.39," $	1,463,788 "," $	3,534,875 ", $	3.44 , $	1.43 
5190,City of Chicago Department of Transportation,FB,DO,Active,N,Chicago,IL,3,"Chicago, IL-IN","2,443","8,608,208",2,"2,853,114",2013,12,2013,,,,,,,
5190,City of Chicago Department of Transportation,FB,PT,Active,N,Chicago,IL,3,"Chicago, IL-IN","2,443","8,608,208",2,"2,853,114",2013,12,2013,,,,,,,
5191,Mid-Ohio Regional Planning Commision,VP,PT,Active,N,Columbus,OH,36,"Columbus, OH",510,"1,368,035",518,"1,368,035",2013,12,2013,"4,159,668","95,879",43.38," $	479,262 "," $	446,403 ", $	4.66 , $	5.00 
5192,NWI Regional Bus Authority,CB,PT,Inactive,N,Portage,IN,3,"Chicago, IL-IN","2,443","8,608,208",44,"142,459",2011,12,2011,"749,595","22,715",33.00," $	162,956 "," $	647,503 ", $	28.51 , $	7.17 
5192,NWI Regional Bus Authority,DR,PT,Inactive,N,Portage,IN,3,"Chicago, IL-IN","2,443","8,608,208",44,"142,459",2011,12,2011,,,,,,,
5192,NWI Regional Bus Authority,DT,PT,Inactive,N,Portage,IN,3,"Chicago, IL-IN","2,443","8,608,208",44,"142,459",2011,12,2011,"61,320","16,079",3.81," $	40,678 "," $	344,329 ", $	21.41 , $	2.53 
5192,NWI Regional Bus Authority,MB,PT,Inactive,N,Portage,IN,3,"Chicago, IL-IN","2,443","8,608,208",44,"142,459",2011,12,2011,"1,043,917","294,061",3.55," $	227,528 "," $	4,428,471 ", $	15.06 , $	0.77 
